"","id","converted_sample_01.fasta.fq_kallisto","converted_sample_02.fasta.fq_kallisto","converted_sample_03.fasta.fq_kallisto","converted_sample_04.fasta.fq_kallisto","converted_sample_05.fasta.fq_kallisto","converted_sample_06.fasta.fq_kallisto","converted_sample_07.fasta.fq_kallisto","converted_sample_08.fasta.fq_kallisto","converted_sample_09.fasta.fq_kallisto","converted_sample_10.fasta.fq_kallisto","converted_sample_11.fasta.fq_kallisto","converted_sample_12.fasta.fq_kallisto","converted_sample_13.fasta.fq_kallisto","converted_sample_14.fasta.fq_kallisto","converted_sample_15.fasta.fq_kallisto","converted_sample_16.fasta.fq_kallisto"
"18085","ENST00000383024.6",977.377,743.706,826.748,917.123,967.271,1020.59,914.553,653.114,932.41,702.188,842.666,386.208,876.256,661.761,739.881,1014.86
"18090","ENST00000340912.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"18117","ENST00000626996.2",320.394,342.831,450.771,298.456,383.98,374.574,375.806,381.837,352.488,434.845,352.247,328.181,311.216,249.387,264.702,294.165
"18118","ENST00000400237.2",513.116,459.919,458.014,495.278,525.297,470.923,498.433,538.232,428.527,469.729,507.533,537.19,458.901,534.355,551.305,485.593
"18119","ENST00000489846.1",0,4.51653e-07,0,0,0,0,0,0,0,0,3.95074e-07,0,1.02012e-05,0,0,1.17033e-07
"18120","ENST00000628378.1",165.918,135.958,149.828,168.111,192.658,209.139,210.923,188.236,269.404,158.466,173.451,172.908,157.822,148.425,156.166,171.999
"18121","ENST00000248980.8",393.636,362.049,316.6,281.173,248.44,269.563,222.306,255.749,227.963,287.138,265.192,424.434,336.361,352.744,304.712,228.306
"18122","ENST00000248983.8",0.0778041,64.9457,21.6989,17.9554,87.2092,71.7713,5.09795,51.9992,34.9354,66.0358,3.8671,59.5827,92.7508,135.666,95.1625,128.348
"18129","ENST00000435265.5",0,0,0,0,0,0,0,0,0,0,1.58146,0,0,1.52967,0,0
"18130","ENST00000402752.5",100.136,129.836,166.487,102.927,173.842,90.6704,110.718,161.045,760.747,656.697,574.054,641.472,662.308,688.451,604.939,711.211
"18132","ENST00000331821.7",115.859,56.9227,71.1383,64.2357,72.8127,69.9545,48.8973,85.4655,390.4,404.201,454.728,349.755,312.788,345.005,348.638,269.109
"18133","ENST00000411892.5",0,1.80222e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18136","ENST00000421656.5",0,0,0.987763,0,0,2.37265,0,0,0,0,0,0,0,0,0,0
"18139","ENST00000448394.2",30.0047,19.8895,20.3869,54.7706,32.345,42.0025,22.3844,43.4899,202.569,181.102,128.665,194.743,180.266,146.738,214.423,176.559
"18141","ENST00000430524.5",0,16.3023,0,15.8535,0,0,0,0,14.8031,0,53.0413,30.842,14.8683,38.6225,0,45.9235
"18301","ENST00000266086.5",414,463,361,378,363,399,467,462,388,388,364,418,425,431,422,405
"18313","ENST00000252136.11",1388.64,1204.6,1292.74,1234.95,1137.48,1213.22,1226.79,1136.59,1192.07,1119.73,1310.31,1018.29,1210.4,1156.52,1312.99,1056.76
"18314","ENST00000403707.7",230.004,177.201,294.811,257.737,342.825,220.695,302.36,412.41,300.506,319.291,91.6114,232.243,259.027,343.984,125.146,357.714
"18317","ENST00000404751.7",319.841,360.12,240.445,232.574,308.656,308.468,227.637,257.394,282.904,245.465,244.681,338.656,394.302,259.523,256.862,314.202
"18318","ENST00000487668.5",0,0,0,3.34933,0,0,0,0,0,4.0773,0,0,0,0,0,0
"18322","ENST00000494820.5",0,0.120553,0,0,0,0,0,0,0,0,0,0,0,40.2196,0,6.37501e-08
"18323","ENST00000492988.5",0,0,0,0,0,5.47452,0,0,0,0,0,0,0,0,0,7.51825
"18324","ENST00000471040.5",0,0,0,0,0,0,0,2.18077,0,0,0,0,0,0,0,0
"18325","ENST00000488335.1",0,0.0198462,0,0,5.0578,0,2.42816,0,0,0,0,0,0,0,0,0
"18328","ENST00000468917.1",0,0,0,3.03223,0,0,0,0,0,0,0,0,0,0,0,0
"18329","ENST00000480460.1",0,0,0,0,0,0,0,1.4282,0,0,0,0,0,1.7388,0,0
"18330","ENST00000494641.1",5.22838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18331","ENST00000464535.1",5.28578,4.98996,0,40.5723,5.98011,6.13814,15.7826,3.50147e-06,0,0,2.05321,0,10.754,15.6727,0,0
"18332","ENST00000445045.1",0,0,0,0,0,0,0,0,0,3.44048,0,0,0,0,0,0
"18492","ENST00000456128.5",0,0,9.19173,14.9346,12.2363,6.0964,13.7369,0,5.97064,13.4689,7.21495,13.4074,23.5607,5.59711,0,6.0647
"18493","ENST00000449058.6",1148.27,1358.1,1183.77,1259.23,952.358,1122.53,1401.05,1503.68,1199.63,1158.19,1301.27,1332.27,1645.64,1362.72,1271.97,1304.84
"18494","ENST00000404284.6",5.2932,0,4.80378,5.06515,0,0,0,0,0,0,0,5.22024,5.27696,10.1131,0,5.13267
"18497","ENST00000439512.5",94.8604,89.8722,121.942,77.9688,73.0519,82.3066,54.0253,77.8645,82.3863,84.7318,66.3747,77.8134,101.967,86.7341,86.1415,68.1252
"18498","ENST00000424387.5",0.0993413,5.49258e-07,9.43776e-08,0.424601,167.333,216.291,2.40127,0.00233813,6.12324e-06,1.70467e-06,0.00981636,0.923724,4.53473e-05,2.11339e-05,0.00985071,4.02348
"18499","ENST00000395736.7",0,0,0,0,0,2.87695,0,0,0,0,0,0,0,0,0,0
"18500","ENST00000449508.1",55.5173,53.8565,48.1902,56.1888,40.5627,71.3273,47.212,50.1976,83.2308,25.6144,57.7514,72.5604,42.6485,50.2666,39.3439,60.0605
"18503","ENST00000491987.1",1.84808,0,1.97239,0,0,0,0,0,0,0,0,0,1.87651,0,0,1.98639
"18505","ENST00000411850.5",371.176,362.792,400.661,326.155,361.479,288.439,321.127,32.1076,452.711,245.053,41.7708,200.012,56.9143,40.2064,132.465,410.49
"18506","ENST00000447733.5",410.371,523.749,571.79,609.315,556.019,668.672,489.371,668.716,415.382,701.93,676.414,585.248,734.858,780.017,820.9,483.896
"18507","ENST00000425375.5",819.567,483.631,516.677,411.723,517.676,427.463,509.081,388.669,697.691,656.016,512.077,468.858,327.262,482.35,465.167,440.384
"18508","ENST00000382034.9",0,0,0,0,4.28548,0,0,4.76405,0,0,4.11746,4.68276,0,0,0,0
"18551","ENST00000603798.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"18687","ENST00000594671.5",0,0,0,0,0,0,0,0,0,0.72328,0,0,0,0,0,0
"18875","ENST00000423557.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"19275","ENST00000372653.5",5,1,2,1,4,6,1,2,6,5,2.16075,3,1,3,2,4
"19476","ENST00000366185.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19592","ENST00000402395.5",0,8.7092,12.8194,4.29825,0,2.12721,2.13527,6.50904,2.17582,8.85899,10.6121,4.39855,2.23611,10.6413,4.43211,0
"19594","ENST00000400299.6",142,137.291,159.181,152.702,142,144.873,130.865,161.491,133.824,128.141,115.388,147.601,100.764,146.359,136.568,133
"19611","ENST00000397468.5",883.742,865.048,912.243,972.549,992.077,1054.23,837.69,899.394,643.651,560.224,543.362,573.422,462.593,595.344,505.625,540.579
"19612","ENST00000249007.4",256.383,344.011,291.31,403.582,324.074,209.13,314.12,375.567,327.373,286.538,301.672,206.642,284.797,226.786,316.947,349.9
"19626","ENST00000554106.5",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"19674","ENST00000641081.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"19785","ENST00000643758.1",0,0.0813586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19874","ENST00000356442.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"20134","ENST00000252934.9",639.578,764.378,766.577,847.698,718.125,750.295,656.547,688.771,623.251,580.019,580.721,547.273,597.939,527.816,750.947,750.66
"20135","ENST00000498009.5",0,0,0,0,0,0,0,0,0,0,3.28711,0,0,0,0,0
"20136","ENST00000470722.1",0,0,0,0,0,0,0,0,0,0,0,3.55255,0,0,0,0
"20144","ENST00000381061.8",608.422,561.622,632.423,465.302,624.875,622.705,646.453,629.229,617.749,697.981,597.992,686.174,694.061,683.184,500.053,574.34
"20248","ENST00000267068.5",0,0,0,0,0,0,0,0,0,0,1,0,0,1.20557,0,0
"20596","ENST00000583313.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20612","ENST00000559514.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"20760","ENST00000234549.11",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"20777","ENST00000341421.7",0,0,0.999988,0,0,0,0,0,0,0,0,0,0,0,0,0
"20781","ENST00000613405.4",0,0,1.22985e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"20848","ENST00000358157.2",0,0,0.0442505,0,0,0,0,0,0,0,0,0.133629,0,0,0,0
"20849","ENST00000375846.3",0,1,1.99658,2,1.10433,0,0,0,1.03888,1.04203,3.70918,1.92045,0,0,0,0
"21066","ENST00000547852.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"21149","ENST00000635863.1",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4
"21233","ENST00000553038.5",0,1,0,1.52324,0,1,0,0,0,2,3,0,1,0,1,2
"21436","ENST00000361255.7",0,0,0,0,0,0,0,0,0.0153117,0.0509374,0,0,0,0,0,0
"21437","ENST00000449912.6",0,0,0,0,0,0,0,0,0.984688,1.94906,0,0,0,0,0,0
"21451","ENST00000337137.8",711,680.403,793,720.031,771,847,700.805,687.568,699.057,697,697.028,625,853.509,764.67,731.12,737.084
"21454","ENST00000407381.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2394,0
"21456","ENST00000394449.6",0.000242453,14.2951,0,0,0,0,0,0,0,0,0,0,0.490727,0,0,0
"21461","ENST00000380995.5",0,66.3021,0,31.9695,0,0,18.1945,31.4317,55.9432,0,13.9719,0,0,16.3302,14.6404,24.9155
"21681","ENST00000397278.7",207.998,122.77,151.464,245.566,115.39,374.08,256.426,189.906,173.502,102.289,67.57,152.613,139.692,134.15,3.60394,60.4216
"21682","ENST00000319136.8",551.721,518.746,447.766,566.071,547.266,605.573,646.667,622.889,608.751,639.354,609.869,699.249,684.375,718.378,673.459,574.445
"21683","ENST00000422471.5",0,0,0,0,0,0,0,0,0,0,2.03171,0,0,0,0,0
"21685","ENST00000438034.5",0,0,0,0,0,0,3.20589,0,0,0,0,0,0,0,0,0
"21686","ENST00000439680.5",0,0,0,1.30812,0,0,0,0,0,0,0,0,0,0,0,0
"21687","ENST00000427990.5",4.12127,6.63965,0,0,0,1.71605,2.67339,0,0,0,8.82731,0,8.5356,53.0814,10.0662,0
"21690","ENST00000422706.5",893.162,810.056,794.146,994.331,844.298,608.97,661.837,830.401,832.253,687.476,493.11,603.242,713.83,570.79,772.232,702.253
"21691","ENST00000397279.8",44.7595,36.5709,41.8369,0,66.4563,7.50498e-05,2.02714,0.0292387,5.89519,37.716,43.994,0.514266,50.5819,4.24227e-07,83.2156,47.8161
"21692","ENST00000426053.5",564.239,651.218,643.786,680.723,822.59,567.634,683.546,636.775,653.593,643.165,938.639,837.76,641.985,862.932,654.075,725.451
"21768","ENST00000562621.1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"21815","ENST00000501412.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22025","ENST00000407192.5",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"22265","ENST00000453408.7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"22378","ENST00000243045.9",0,0,0,0,0,0,0,0,1,0,0.87381,3,0,3,0,0.403376
"22396","ENST00000563577.1",0,3.44103,6.50349,0.402241,4.66797,5.18805,4.66797,3.14759,10.1141,6.6169,5.18779,2.89931,3.95913,5.36737,1.96348,5.18762
"22408","ENST00000480046.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23379,0
"22420","ENST00000600634.5",0,0,0,0,0,0,0,0,0,0,0,0.485003,0,0,0,0
"22423","ENST00000594159.1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"22463","ENST00000293328.7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"22471","ENST00000471694.1",17.0041,17.0042,22.0056,10,18.0047,13.0014,17,13,24.0966,15.0926,13,18,15,17.0041,11.0005,10.0024
"22697","ENST00000306390.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"22701","ENST00000481069.1",0,0,0,0,0,0,0,0,0,0,0,0.713256,0,0,0,0
"22742","ENST00000642330.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22743","ENST00000644653.1",10.4104,2.42456,5.39959,4.44953,3.44953,0,8.37462,5.39959,11.0054,0,4.44953,12,2.42456,11.3484,9,5.95006
"22745","ENST00000484259.2",1.66056,1.55047,1.55047,1.55047,1.55047,0,1.55047,1.55047,0,0,1.55047,0,1.55047,1.55047,0,0
"22885","ENST00000538517.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"23079","ENST00000356998.7",639.711,471.757,661.996,611.695,549.756,688.595,745.122,658.661,544.269,633.114,681.458,733.51,571.36,599.354,517.837,487.174
"23080","ENST00000489515.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3.67959,0,0
"23081","ENST00000454291.1",1.75436,7.58193e-06,0,10.0524,33.5863,18.0172,0,14.2847,31.5545,0,0.0344414,11.7643,31.3339,0,40.4531,11.5387
"23082","ENST00000438891.5",115.134,89.5986,71.203,86.8849,101.307,64.1484,63.3158,115.276,93.491,89.6909,100.259,99.3586,102.493,111.904,87.272,108.021
"23088","ENST00000416983.7",520.4,584.644,487.801,540.367,536.351,449.239,378.563,565.778,480.685,504.195,342.248,390.367,427.813,458.062,601.438,497.266
"23240","ENST00000608988.5",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"23245","ENST00000641278.1",0,0,0.999945,0,0,0,0,0,0,0,0,0,0,0.999978,0,0
"23246","ENST00000641962.1",0,0,5.46077e-05,0,0,0,0,0,0,0,0,0,0,2.16753e-05,0,0
"23307","ENST00000286688.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"23315","ENST00000535622.6",0.0238608,0.132903,0.00522409,0.116385,0.000203691,0.0581538,0.000307452,0.537594,0.000165898,0.000719744,0.000304542,1.88134,8.00675e-05,134.284,0.14812,0.00114396
"23316","ENST00000645693.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339633,0,0
"23317","ENST00000642974.1",0,0,0,0,0,25.3939,0,0,0,0,0,0,0,2.69801e-08,0,0
"23318","ENST00000645711.1",93.084,169.572,86.8156,52.0439,59.9373,532.918,298.671,143.304,315.837,154.124,110.989,146.232,167.805,389.208,358.9,3.31862
"23319","ENST00000644331.1",0.284484,1.72543,0.268596,0.0682979,0.000417225,3.48617,0.408945,17.5212,0.0373386,0.0838734,0.118492,6.5835,7.46204e-05,288.089,1.53662,0.000372272
"23320","ENST00000645560.1",14.2041,200.177,98.1327,170.851,249.101,31.5512,16.821,136.363,110.029,290.163,154.258,145.815,254.364,212.08,438.685,19.576
"23323","ENST00000645755.1",0,26.4308,0,0,0,0,0,23.6471,46.7042,0,25.4472,0,23.6255,0,0,0
"23324","ENST00000433147.2",7.83869e-05,2.58295e-06,3.77475e-05,2.64616e-05,1.37214,4.11237e-05,3.06115e-05,3.03884e-06,0,1.02512e-07,2.93485e-05,8.22751e-05,1.21261e-07,1.25149e-06,1.40328e-07,0
"23325","ENST00000646755.1",190.135,4.82341e-06,0.034354,2.12266,0.000514176,0,5.88026e-05,0,0,0.000206242,0.0865383,0,8.16535e-06,2.24928e-08,1.78863e-05,0.0165204
"23328","ENST00000382112.8",150.57,56.3135,238.771,1.13433,260.805,2.67312,118.761,27.8154,0.44471,238.096,133.063,1.89047,37.7394,1.17779,25.1104,5.36542
"23330","ENST00000400248.7",2263.75,2380.83,1761.01,2542.38,2151.03,1613.99,1619.06,1886.64,1485.16,2140.81,1901.12,1914.49,2136.01,1535,1595.5,1801.37
"23331","ENST00000642771.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255518
"23332","ENST00000646515.1",0,0,0,27.2647,0,0,0,0,0,0,0,0,0,0,0,28.0099
"23333","ENST00000456178.6",0,0,0,0,0,0,0,0,0,0,4.31434,0,0,0,0,0
"23334","ENST00000643751.1",9.19977e-08,1.18171e-06,0,4.18379e-06,3.79109e-06,0,6.98614e-08,0.00220969,0,4.94911e-08,3.31174e-06,0,1.76196e-07,0,5.83148e-07,6.97479e-05
"23335","ENST00000646969.1",1067.48,746.955,1042.55,1077.61,415.884,727.998,953.365,905.999,877.598,686.591,785.717,786.162,1004.79,701.968,830.464,1376.43
"23336","ENST00000642696.1",0.526685,0.00129904,0.00265658,0.000696747,8.54302e-05,2.06143e-05,0.000452161,11.5345,0.00205699,0.0228526,0.0276165,0.0659801,0,0.326253,2.61312e-06,0.0120337
"23337","ENST00000647343.1",16.5129,0.014501,2.14033e-07,3.12466e-05,56.0144,8.81343e-07,0.000570702,0.00179246,0.00725947,2.90286e-05,1.38638e-05,0.0011568,1.02499e-05,1.65459e-07,9.15138e-08,0.000392841
"23338","ENST00000642684.1",0,0,0,0,0,0,30.0444,0,0,0,0,7.52668e-08,0,0,0,25.7862
"23339","ENST00000400242.8",397.128,433.192,530.913,450.376,426.888,477.968,503.561,390.779,475.767,543.143,486.24,610.191,450.436,479.217,483.194,474.273
"23341","ENST00000646998.1",1.92423e-05,0.000127193,6.55887e-07,0.000454351,1.49145e-05,0.000227694,1.93907e-05,0.000144774,3.62649e-06,1.43856e-06,3.05549e-07,0.00045649,0,0.00628592,0.000122026,0
"23343","ENST00000400246.6",522.362,955.578,889.556,486.27,878.726,754.657,737.967,1222.98,577.871,531.293,786.813,571.553,736.354,608.788,767.383,640.097
"23344","ENST00000645494.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3102
"23345","ENST00000645564.1",0,0,17.4265,0,0,0,0,0,0,0,0,0,0,0,0,0
"23346","ENST00000646465.1",3.16319e-06,9.54761e-08,1.40307e-05,2.96259e-05,1.53735e-06,2.11436e-08,7.95228e-08,1.94186e-08,0,5.27472e-06,38.4399,0.000149258,0,0,5.20125e-07,1.49383e-07
"23347","ENST00000643395.1",0,3.70907e-06,0,0.00982826,1.64529e-06,0,0,8.23741e-07,0,3.12207e-08,0,7.83815e-08,0,1.62969e-07,2.46334e-06,1.25998e-05
"23348","ENST00000400249.7",84.5877,28.2581,125.391,83.6882,205.771,594.714,434.541,257.648,442.523,37.5598,62.9972,591.106,19.0466,367.144,262.709,248.636
"23349","ENST00000645967.1",0,0,0,0,0,0,0,0,0,0,4.43074e-06,10.2283,0,0,0,0
"23350","ENST00000382111.6",3.34473e-05,1.51533e-05,9.55354e-06,4.20318e-07,1.45203e-08,2.23816e-06,8.01355e-05,0.000174273,0,0,8.97745e-05,5.03186e-08,2.31973e-08,0,0,0
"23351","ENST00000645407.1",0,0,0,0,0,0,0,4.21459e-08,34.0393,0,0,0,0,0,0,0
"23353","ENST00000645785.1",14.0973,0,10.9803,0,0,8.22699e-05,0,10.8077,0,3.27116,1.07213e-07,1.12744e-07,4.60685e-06,18.9746,0,1.04697e-07
"23355","ENST00000469974.6",0,0,1.99112,0,0,0,0,0,0,0,0,0,0,0,0,0
"23357","ENST00000473802.1",0,0,0,0,0,0,0,0,0,0,6.51915,0,0,0,0,0
"23359","ENST00000645893.1",0,0,0,0,0,0,0,8.76243,0,0,0,0,0,0,0,0
"23360","ENST00000647289.1",0,0,0,1.46565,0,0,0,0,0,0,0,0,0,0,0,0
"23361","ENST00000448753.6",0,0,0,0,0.00526726,0,0,0,0,6.34048e-08,0,0,0.00371613,0,0,0
"23363","ENST00000471914.5",0,0,0,0,0,0,0,0.0193683,0,0.000152094,0,8.13104,0,0,0,0
"23366","ENST00000494060.1",0,0,2.92608,0,0,0,0,0,0,0,0,0,0,0,0,0
"23368","ENST00000643097.1",1.94747e-07,1.65656e-07,1.70301e-06,0,0,2.38337e-06,0.116535,0,0,0,0,0,1.4467e-05,0,0,0
"23370","ENST00000643021.1",0,0,0,0,0,0,0,0,0,0,0,15.2958,0,12.6465,0,0
"23371","ENST00000642956.1",1.79495e-06,15.4501,0,0.0199503,0,0,31.772,0,0.00180143,29.2319,6.55317e-05,0,1.16899,0,0.375406,22.0813
"23375","ENST00000642212.1",39.2613,57.0432,49.2298,31.5714,41.4641,43.9511,55.9052,41.6356,43.9788,60.322,49.854,35.9495,54.6518,48.0533,42.9899,34.459
"23376","ENST00000642915.1",0,0,0,0,0,0,0,0,0,1.28816,0,0,0,0,0,0
"23377","ENST00000497340.1",0,2.32247,0,0,0,0.640943,0,0,0,0,0,6.42639,0,0,0,0
"23416","ENST00000450820.2",0,1.54197,1.27395,0.775536,0,0,0,1.2627,2.60291,0,0,1.03661,2.07316,0.655372,0,0
"23576","ENST00000249071.10",240.624,318.002,310.137,277.272,277.74,231.217,272.164,247.342,240.372,311.323,256.478,284.826,237.703,256.251,286.406,306.846
"23577","ENST00000406508.5",0,0,0,0,0,0,0,0,5.13188,0,0,0,0,0,0,0
"23579","ENST00000405484.5",15.3369,7.58194,10.6861,7.91472,3.1363,11.3531,5.3311,13.9959,7.21771,11.344,14.4911,2.59702,9.13402,7.79673,14.4267,10.4395
"23580","ENST00000441619.5",8.03962,3.41641,15.1771,6.81337,8.12366,16.4298,7.50457,7.66195,13.2784,15.3329,8.03118,22.5774,10.1633,9.95252,10.1673,12.7144
"23724","ENST00000496037.1",0,0,1,0,0,0,0,0,0,0,1,0.580231,0,0,0,0
"23775","ENST00000495596.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"24009","ENST00000395738.2",1592.52,1682.74,1586.45,1578.38,1727.14,1549.14,1478.8,1437.74,1513.99,1579.15,1706.9,1567.26,1641.53,1649.22,1686.8,1628.89
"24010","ENST00000395737.1",16.4833,14.2563,14.5541,7.61772,20.8593,28.8557,12.1966,18.2594,13.0077,5.84763,25.0963,27.7416,14.4729,24.779,4.20274,24.1074
"24151","ENST00000536435.6",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"24244","ENST00000537226.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01622
"24365","ENST00000477892.5",0,0.941546,0,6.91133,0,0,0,0,0,0,2.95566,3,0.955663,0,0,4
"24389","ENST00000484925.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"24444","ENST00000209875.8",4,17,13,22,20,28,12,13,15,4.10556,9,14,13,19,16,13
"24472","ENST00000360079.7",1.04567e-08,0,0.469118,0.0333003,0.125715,0.361601,0.272864,0.00189214,2.30502e-05,2.74752e-06,61.5738,0.00372584,0,0.000540022,5.77387e-05,0.00247075
"24473","ENST00000464116.2",0,0,2.28453,3.52845,5.01411,2.3221,2.30862,4.02622,0.387385,0,3.29361,0,0,7.17453,0,4.02737
"24474","ENST00000402580.7",104.764,109.665,203.449,101.186,94.1948,68.6428,75.5002,124.31,94.6605,117.44,52.8764,167.77,70.0956,98.8379,156.888,133.724
"24476","ENST00000405878.5",318.236,272.043,198.477,201.849,251.687,397.516,283.255,292.806,351.952,319.504,289.511,316.825,306.02,273.974,258.11,233.001
"24477","ENST00000405506.2",0,0.291146,0.794832,95.0647,56.1608,0.116665,0.0204744,11.4935,0,0.00268786,133.745,0.000738847,62.3812,0,0.00195941,40.7062
"24478","ENST00000478914.1",0,0,0,0,0,0,0,0,0,0,0,0,1.50303,0,0,0
"24479","ENST00000428575.6",0.000245219,0,5.45742,0.338982,17.8177,3.92155e-05,41.6424,0.363083,0,24.0534,9.06481e-07,0.365148,0,0.0127301,0,20.5394
"24481","ENST00000643692.1",0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"24482","ENST00000643446.1",0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"24762","ENST00000472420.5",0,0,0,0,0,0,0,1.00056,0,0,0,0,0,0,0,0
"24784","ENST00000555140.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"24827","ENST00000248846.9",474.585,598.327,470.479,474.171,504.543,416.08,433.846,421.873,421.356,485.48,487.411,480.526,334.335,415.736,671.418,350.571
"24828","ENST00000498611.5",0,0,21.9663,11.6161,15.0822,44.1637,12.3144,12.5291,14.5374,26.0785,11.2338,11.7759,0,0,0,14.3528
"24832","ENST00000473946.1",0,0,0,0,0,1.43163,0,0,0,0,0,0,0,0,0,0
"24833","ENST00000434349.1",0,3.47542,0,0,0.909118,0,0,0,0,0,0,0,0,0,0,0
"24834","ENST00000439308.6",784.415,659.197,634.554,677.213,789.465,611.325,778.84,784.598,703.107,604.441,731.355,519.698,715.665,829.264,608.582,783.076
"24856","ENST00000318348.8",0,0,0,0,0,0,0,0,0,0,0,0,1.00078,0,0,0
"25056","ENST00000292069.10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"25175","ENST00000591321.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25181","ENST00000641972.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25203","ENST00000306149.11",618,546,519,559,518,442,547,486,487,483,517.767,468,523,548,472.804,460
"25204","ENST00000460790.1",0,0,0,0,0,0,0,0,0,0,1.42579,0,0,0,1.60473,0
"25260","ENST00000389774.6",471.828,436.284,340.957,491.179,426.574,499.932,479.359,524.717,504.969,457.08,355.888,303.39,442.793,423.161,451.098,447.965
"25262","ENST00000396119.6",0,0,0,0,6.97484,0,0,0,0,0,0,10.3,0,0,0,0
"25264","ENST00000336963.8",288.95,283.092,335.35,276.827,286.749,284.117,241.351,389.764,319.457,294.343,266.437,299.169,379.229,357.559,314.241,338.779
"25265","ENST00000356099.10",217.674,286.987,431.85,319.866,359.588,278.068,294.124,246.287,222.143,205.325,217.944,453.933,220.349,344.705,174.428,226.691
"25268","ENST00000389772.8",0,0,0,2.48559e-08,0,0,32.276,0,25.6103,2.55199e-08,0,2.23887e-08,0,0,0,0
"25292","ENST00000216214.7",1033.65,1037.53,1038.21,1115.42,1012.89,1190.3,963.104,1038.01,996.907,1006.41,994.568,1113.19,971.957,1073.22,1097.18,1230.76
"25294","ENST00000441876.6",131.277,176.472,188.464,98.5193,191.635,188.404,151.896,197.99,143.079,170.136,169.54,143.806,139.043,160.777,168.246,189.239
"25297","ENST00000427777.1",0,0,0,0,0,0,0,0,2.01437,0,0,0,0,0,0,0
"25302","ENST00000476754.1",0,0,0,0,0,1.29292,0,0,0,0,0,0,0,0,0,0
"25303","ENST00000487732.5",6.07807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25305","ENST00000462361.1",0,0,18.3277,0,0,0,0,0,0,14.4539,0,0,0,0,1.52733e-08,0
"25306","ENST00000479180.1",1.35591e-06,0,0,0.0634976,8.47792,0,0,0,0,0,0.892794,0,0,0.00474527,16.5718,0
"25309","ENST00000489711.5",1,3,0,3,3,1,2,1,3,0,4,1,1,0,4.00021,4
"25445","ENST00000508554.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25502","ENST00000366204.6",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0.849487,0.844674
"25544","ENST00000556716.5",0,0,3,0,0,0,0,0,0,0,0,0,0,0,1.15051,0
"26011","ENST00000621424.4",181.053,13.5106,30.0929,89.6856,57.3363,4.25016,9.72538,62.0174,19.4827,3.70993,144.466,64.1095,52.1232,94.8629,132.85,117.634
