"","id","converted_sample_01.fasta.fq_kallisto","converted_sample_02.fasta.fq_kallisto","converted_sample_03.fasta.fq_kallisto","converted_sample_04.fasta.fq_kallisto","converted_sample_05.fasta.fq_kallisto","converted_sample_06.fasta.fq_kallisto","converted_sample_07.fasta.fq_kallisto","converted_sample_08.fasta.fq_kallisto","converted_sample_09.fasta.fq_kallisto","converted_sample_10.fasta.fq_kallisto","converted_sample_11.fasta.fq_kallisto","converted_sample_12.fasta.fq_kallisto","converted_sample_13.fasta.fq_kallisto","converted_sample_14.fasta.fq_kallisto","converted_sample_15.fasta.fq_kallisto","converted_sample_16.fasta.fq_kallisto"
"7540","ENST00000402984.7",0,10.0722,0,0,10.5937,0,0,0,10.5026,0,0,0,0,0,0,23.5982
"7541","ENST00000262722.11",507.675,509.748,485.902,343.806,364.59,450.061,384.03,435.816,489.505,354.197,473.894,468.399,499.382,424.819,481.863,445.184
"7542","ENST00000327858.10",582.241,612.941,512.868,634.849,482.595,587.352,535.638,581.664,547.871,581.013,644.887,639.525,593.403,671.789,627.706,520.176
"7543","ENST00000442170.6",447.024,442.706,539.43,422.138,543.859,459.396,430.063,430.162,391.485,540.937,491.457,509.898,541.007,459.931,448.871,515.844
"7544","ENST00000340923.9",406.544,422.362,441.9,411.132,375.403,439.981,476.55,369.358,501.957,502.969,416.918,391.603,370.846,499.609,376.941,416.703
"7549","ENST00000437711.1",7.33037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7550","ENST00000460538.5",0,0,0,0,0,0,0,0,0,0,0,2.35169,0,0,0,0
"7553","ENST00000476366.1",0,0,0,0,2.9518,0,0,0,2.90647,0,0,0,0,0,0,0
"7555","ENST00000262811.10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7874","ENST00000395676.4",596,649,581,663,554,558,588,605,667,466,634,634,613,706,651,508
"8154","ENST00000348946.8",251.397,215.254,194.032,241.546,285.622,220.433,222.694,316.305,320.262,176.411,241.671,311.75,308.802,309.349,284.634,271.284
"8156","ENST00000401756.5",248.581,187.386,161.619,210.635,183.67,216.05,205.939,204.748,200.157,193.851,218.854,169.133,161.823,203.27,183.815,205.698
"8157","ENST00000442487.7",244.355,242.101,186.799,183.373,206.564,194.498,235.903,167.283,232.496,191.131,168.391,167.193,239.903,191.252,157.379,145.629
"8158","ENST00000613996.1",0,0,0,0,0,0,0.00161197,0,2.30897e-05,0,0,0,0,0,0,0
"8159","ENST00000613677.4",28.7883,46.932,39.1312,6.62967,53.5177,2.65008e-08,18.8248,64.9809,13.6415,0,9.57421,35.8472,46.9139,43.4731,0.00311019,1.40515
"8160","ENST00000421988.6",85.8792,105.327,117.418,105.817,66.6259,110.018,114.638,39.6827,88.4433,179.608,89.5101,72.076,52.5589,95.6566,97.1688,89.9832
"8235","ENST00000564967.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8287","ENST00000371068.10",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"8350","ENST00000569997.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8431","ENST00000602258.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8443","ENST00000358763.6",1828.21,1811.11,1759.35,1705.94,1711.69,1724.18,1763.12,1743.08,1693.57,1768.63,1917.4,1725.08,1692.7,1829.57,1664.31,1817.86
"8447","ENST00000459990.5",0,0,0,0,0,0,0,0,0,0,1.60546,0,0,0,0,0
"8448","ENST00000468922.1",0,0,0,2.94266,0,0,0,0,0,0,0,0,0,0,0,0
"8449","ENST00000462268.1",0,0,0,0,0,0,0,1.37672,0,0,0,0,0,0,0,0
"8453","ENST00000412575.1",5.02768,12.3006,13.4487,3.41422,5.93388,3.80428,3.0573,6.57179,7.09528,5.37295,0,0,20.863,3.43083,7.17741,11.1443
"8454","ENST00000619146.1",0.759577,33.5921,12.2055,34.7064,22.3732,19.0195,0.824653,24.9692,2.33908,0,15.997,6.92164,35.4325,0,34.5116,0
"8625","ENST00000515576.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8791","ENST00000437198.6",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"8876","ENST00000483600.1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"8913","ENST00000422050.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"8995","ENST00000642037.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9027","ENST00000254442.7",2,1,1,0,1,0,3.0006,0,0,0,0,1,0,1,1,1
"9198","ENST00000532240.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"9278","ENST00000375305.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9372","ENST00000544049.2",0,0,1.00039,0,0,0,0,0,0,0,0,0,0,0,0,0
"9610","ENST00000480059.5",0,0,0,0,0.529953,0,0,0,0,0,0,0,0,0,0,0
"9798","ENST00000497070.1",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"9854","ENST00000447351.5",4.19514,4.13376,0,2.55356,0,2.22208,0,3.14064,0,0,1.45656,0,0,1.73252,0,0
"9856","ENST00000406902.5",0,2.9139e-06,0,8.11869e-06,0,0,0,2.4805e-08,0,0,2.13921e-08,0,0,0,0,0
"9858","ENST00000456069.1",0,0,0,0,0,0,0,1.68872,0,0,0,0,0,0,3.15111e-08,0
"9859","ENST00000408031.1",0,0.00217533,6.95848e-06,0.69338,1.54859e-05,9.12409e-05,0,0,0,7.92153,0,40.8764,0,6.30107,57.4943,0
"9860","ENST00000361034.7",770.805,807.864,871,810.753,906,925.778,842,787.171,896,840.078,879.543,829.124,806,859.966,749.506,933
"9966","ENST00000495724.1",2.85961,2.67095,2.86876,3.96701,5.71575,0.825018,1.05814,1.67559,1.91822,0,2.91883,4.38619,0,0.868763,5,1.74856
"10007","ENST00000358438.6",10,9,7,8,14.2897,8,6.29201,8.29201,9,7,8.29201,10,0.700737,6.29201,4.29201,8
"10020","ENST00000441818.5",20.6655,23.9677,33.4375,15.0682,53.5642,32.459,18.7578,28.5053,16.2824,55.6533,31.4717,38.88,36.7011,19.221,30.492,51.1205
"10025","ENST00000290846.8",310.886,323.032,279.344,264.355,304.111,274.565,359.142,331.407,376.692,429.851,275.646,326.045,383.299,271.51,384.419,456.878
"10028","ENST00000645190.1",44.4485,0,54.9077,26.8547,58.3246,49.2341,8.4791,7.08758,0.0254446,5.74777,66.8821,28.0755,8.928e-05,89.2694,0.0888875,0.0015216
"10030","ENST00000642562.1",0,0,0.310377,1.72174,0,0,0,0,0,0,0,0,0,0,0,0
"10031","ENST00000381019.3",0,0,0,0,0,0,11.6211,0,0,0,0,0,0,0,0,0
"10034","ENST00000465378.6",0,0,0,0,0,0,0,0,0,1.74754,0,0,0,0,0,0
"10042","ENST00000470831.1",0,0,0,0,0,2.742,0,0,0,0,0,0,0,0,0,0
"10105","ENST00000307221.4",558.036,459.048,478.484,573.088,490.755,498.036,499.552,546.342,538.432,599.074,505.737,539.94,545.61,419.572,542.228,441.87
"10108","ENST00000634509.1",2.69509,1.51018,0.577983,0.89388,0.476363,0.618159,0,0,0,1.89725,0,0,0,0.790672,2,1.545
"10189","ENST00000215885.3",573,541,577,659,562,493,514,467,590,539,517,463,508,501,541,498
"10274","ENST00000473988.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10275","ENST00000355754.6",2.00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10545","ENST00000588306.1",0.379676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10852","ENST00000248879.7",229.683,219.269,234.259,226.124,235.866,257.192,236.42,224.937,230.659,262.63,233.08,239.304,290.822,249.149,216.104,220.899
"10853","ENST00000405465.3",0,0,3.94561,0,0,0,0,0,0,0,0,0,0,0,0,0
"10913","ENST00000359486.7",311.106,324.227,289.656,307.248,317.197,310.757,327.213,279.247,306.281,314.425,303.073,313.039,311.878,292.003,317.537,305.316
"10914","ENST00000335626.8",47.4041,54.135,53.8833,55.6269,70.2089,52.1179,38.4834,80.8778,71.0936,57.1967,56.4061,47.9607,63.3719,48.6218,69.2132,53.4952
"10955","ENST00000216181.10",1509.69,1450,1500,1466,1470,1531,1543,1494.16,1542,1524,1403,1519,1469,1413,1444,1608
"10956","ENST00000475726.5",0,0,0,0,0,0,0,1.84439,0,0,0,0,0,0,0,0
"10963","ENST00000463027.1",1.31393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10964","ENST00000401701.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144393
"11075","ENST00000360742.9",0,0,1,0,1.08057,0,0,0,0,2,0,1,1,0,1,0
"11106","ENST00000339464.8",766.062,827,735,755,801,781,665.277,692,843,746,756,875,780.949,861,777,780
"11109","ENST00000410058.1",9.9376,0,0,0,0,0,0.708354,0,0,0,0,0,3.05148,0,0,0
"11225","ENST00000549578.5",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"11237","ENST00000349314.6",440.996,466.651,499.511,574.078,333.782,303.8,334.383,495.069,460.559,348.373,600.503,562.945,374.496,511.884,428.997,326.648
"11238","ENST00000432700.5",377.407,454.586,547.985,461.169,589.382,597.704,518.048,367.726,449.44,537.225,457.133,576.28,503.021,455.076,497.297,464.402
"11239","ENST00000422426.5",503.279,458.449,518.525,379.576,383.416,601.798,484.48,378.618,502.853,345.019,364.228,467.242,377.549,405.611,428.02,449.81
"11240","ENST00000397289.6",260.539,206.151,131.968,172.725,253.664,177.844,274.29,216.157,168.268,323.722,191.387,158.288,291.318,201.069,250.562,167.932
"11241","ENST00000361710.6",618.808,560.771,793.033,584.309,890.04,766.68,833.022,807.234,839.232,812.146,764.724,824.663,690.561,563.081,692.233,830.359
"11242","ENST00000397287.6",731.35,869.451,653.884,889.435,598.859,671.536,664.258,701.595,768.38,710.733,906.183,762.462,653.991,808.707,674.126,713.069
"11245","ENST00000426939.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53014,0
"11248","ENST00000487783.5",0,0,0,0,0,0,2.37842,0,0,0,0,0,0,0,0,0
"11250","ENST00000485453.1",0,0,0,0,0,0,0,3.21327e-06,0,0,0,0,0,0,0,0
"11256","ENST00000397293.6",260.539,206.151,131.968,172.725,253.664,177.844,274.29,216.157,168.268,323.722,191.387,158.288,291.318,201.069,250.562,167.932
"11257","ENST00000424878.3",34.0815,4.79022,0.125087,32.9822,4.19287,36.4231,14.4687,0.444382,0,0.0611451,43.2554,5.3962e-07,53.7454,0,8.43007,104.461
"11304","ENST00000587795.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11362","ENST00000479818.5",0,0,0,0,0,0,0,0,0,0,0,7.24116,0,6.97542,0,0
"11363","ENST00000479701.5",1.54637e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11364","ENST00000449103.5",192.463,100.92,2.26734,0.00683156,0.00123886,0.00985085,0.00986579,0.0098586,8.76327,22.9088,2.05342,520.486,422.458,2.57379,8.41604,21.6202
"11365","ENST00000463165.1",0,0,0,0,0,0,0,1.51906e-05,0,0,0,0,0,0,18.0802,0
"11366","ENST00000411680.1",0,0,4.13108,0,0,0,0,0,0,0,0,0,0,0,0,0
"11367","ENST00000492578.1",0,0,0,0,0,0,0,0,0,0,0,0,0,4.98708,0,0
"11369","ENST00000496720.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58714
"11371","ENST00000432455.5",0,6.59068,2.2011e-07,0,0,0,0,9.53145,0,0,0,6.54409e-05,0,0,0,0
"11372","ENST00000425954.1",0,0,6.28671,0,0,0,0,5.7312,36.9315,33.9335,12.2895,51.1281,16.0326,32.7562,28.4108,47.2621
"11373","ENST00000359337.8",1150.35,1288.49,1253.31,1307.99,1304,1223.99,1338.18,1306.29,6816.12,6718.16,6823.66,6545.39,6530.3,6814.57,6751.76,6893.53
"11374","ENST00000614805.1",0,0,0,0,0,0,0,0,3.18769,0,0,3.75125,3.21118,3.13553,3.33045,0
"11375","ENST00000610984.4",4.19096,0,0,0,0,1.14762e-08,5.80859,24.4409,0,0,1.92761e-07,0,5.82831e-08,0,3.71235e-07,0
"11379","ENST00000370447.3",3,3,1,4,3,1,3,2,3,3,1,2,3,5,2,2
"11793","ENST00000215980.9",237.896,231.955,179.666,189.01,217.759,149.088,203.69,216.895,211.116,233.506,163.315,166.716,164.388,242.504,256.584,210.946
"11794","ENST00000472374.6",100.103,68.0573,106.381,72.3787,110.122,126.954,128.939,128.256,104.244,148.722,88.7842,153.54,119.222,123.528,115.343,118.361
"11795","ENST00000404067.5",0,0,0.00129947,7.11488,8.23434e-06,0,0.288048,0,4.73424,0,0,0,0,0,6.10532,0
"11796","ENST00000402338.5",0,0,6.14688,1.3837e-05,6.52314,0,5.1992,0,0.196272,0,0,0,0,0,7.79596e-08,0
"11797","ENST00000407253.7",143.001,116.988,131.804,168.497,213.596,140.958,162.884,154.849,129.71,154.772,144.901,209.744,139.39,184.968,139.968,113.693
"11809","ENST00000216139.9",146.5,153.5,135.224,146.047,112,123.5,160,139,154,129.5,165.48,121.5,124,145,145.5,175.5
"11810","ENST00000529621.1",0,0,0,6.95348,0,0,0,0,0,0,0,0,0,0,0,0
"12001","ENST00000478919.1",1,2,1,1,2,5,0,1,2,2,0,1,1,1,4,4
"12057","ENST00000462625.1",1.27764,9.37594,5.09717,9.62127,4.79508,3.94806,8.25735,8.10013,2.73902,6.29136,10.6909,8.90692,1.3523,7.56359,5.16225,7.79213
"12058","ENST00000406516.5",64.7316,39.3764,95.4089,0.499874,1.02936e-05,70.7545,39.0139,156.331,121.097,78.1352,19.7386,80.3689,115.997,82.1675,43.2969,65.5551
"12059","ENST00000331728.8",1196.67,1284.18,1267.02,1205.74,1213.85,1121.05,840.769,1223.03,1329.77,1069.47,1151.78,1281.78,1270.35,1143.38,1163.9,1146.33
"12060","ENST00000425203.1",85.0404,90.7334,75.2691,85.8617,68.2857,89.6778,46.2049,69.5454,98.4975,71.7444,54.6853,88.2189,91.1709,92.7652,81.0439,78.2746
"12061","ENST00000333611.8",87.8462,168.748,236.018,234.39,301.376,318.028,565.87,272.741,184.639,414.302,399.43,233.865,289.451,307.507,368.4,258.22
"12062","ENST00000340552.4",518.431,495.582,441.182,436.883,564.689,462.54,484.885,320.248,408.198,435.055,380.673,368.863,461.682,510.619,436.2,518.827
"12063","ENST00000465937.1",0,0,0,0,0,0,0,0,7.05509,0,0,0,0,0,0,0
"12148","ENST00000379887.8",0,1.00167,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"12400","ENST00000396008.2",406,368,322,350.977,422,337,343,358,361,358.968,324,400,399,422,329.037,379
"12452","ENST00000409300.5",0,0,0,0,0,0,0,0,0,0.101652,0,0,0,0,0,0
"12453","ENST00000409425.5",0,0,0,0,0,0,0,0,0,0.898348,0,0,0,0,0,0
"12514","ENST00000330651.10",467.741,428,456,462.992,534,419.623,502,543,460.764,444,495,436,484,540.996,496,549
"12515","ENST00000395764.5",17.259,0,0,8.00776,0,0,0,0,0,0,0,0,0,0.0041654,0,0
"12516","ENST00000417877.1",0,0,0,0,0,23.3771,0,0,0,0,0,0,0,0,0,0
"12517","ENST00000495277.1",0,0,0,0,0,0,0,0,1.23561,0,0,0,0,0,0,0
"12570","ENST00000392563.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12582","ENST00000457093.1",0,6.59086,0,4.54842,1.12706e-08,6.19452e-06,7.96953,9.7802,0.00616736,12.3906,3.52775,11.2274,0,0,4.90642,6.45375
"12583","ENST00000621082.1",303,304.409,247,231.452,303,237,244.03,274.22,317.994,256.609,314.472,242.773,258,308,254.094,246.546
"12964","ENST00000497594.5",7,9,6,8,6,6,7,13,9,1,4,8,5,10,13,5
"12978","ENST00000377403.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"12980","ENST00000495451.1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"12995","ENST00000262293.8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13123","ENST00000376468.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"13515","ENST00000424319.5",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"13948","ENST00000619792.1",1.0506e-05,36.7738,28.6137,0.746034,6.36986,1.88629e-07,31.0546,15.0436,0.0447496,1.9518,0,0,0.31446,33.2685,20.0763,16.7835
"13993","ENST00000368320.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"14036","ENST00000215730.11",774.295,822.733,764.463,827,834,856,920,864.71,841,797.995,927,899,839.85,735,741.605,816
"14038","ENST00000439214.1",2.62539e-05,0,0,0,0,0,0,0,0,0,0,0,2.14975,0,0,0
"14039","ENST00000215727.9",499.98,359.531,390.347,318.441,318.441,404.044,356.106,366.379,397.196,342.41,345.834,393.772,304.745,434.861,407.468,407
"14040","ENST00000406799.1",0.0204574,69.4695,58.6526,49.5587,120.559,61.9562,67.8936,85.6213,30.8044,28.59,80.1659,57.2285,104.255,48.1393,37.5321,0
"14061","ENST00000360612.4",474,453,512,496,493,465,521,515,447,468,525,462,477,498,537,483
"14106","ENST00000522902.1",0,2.07533,3.07533,0,1,2,1,1.07533,1.04488,0,0.0753341,0,2.07533,0,2,2
"14108","ENST00000438393.5",0,0,0,0,0.0323752,0.170715,1.37508,0,0,0,2.37852e-08,4.80437e-06,0,0,0,21.6142
"14109","ENST00000216267.12",1019,982,851,1001,876.968,959.829,913.271,795,894,941,744.831,916,938.698,890,894,924.386
"14110","ENST00000404034.5",0,2.30079e-08,1.03356e-08,7.40889e-07,0,6.03249e-07,5.35364,0,0,0,12.169,4.95901e-08,1.65387e-05,0,0,0
"14111","ENST00000404760.5",0,0,0,0,0,0,0,0,0,0,0,0,1.99508,0,0,0
"14115","ENST00000457780.3",0,0,0,0,0,0,0,0,0,0,0,0,8.30652,0,0,0
"14137","ENST00000348520.10",0,0,0,0,0,1.6667,0,0,0,0,1,0,0,0,0,0
"14225","ENST00000615433.2",0,1,1,2,3,4,2,1,3,1,3,1,4,3,2,4
"14226","ENST00000619529.1",0,0,0.619443,0.565352,0,0,0,0,0,0,0,0.45669,0,0,0,0
"14345","ENST00000622235.4",522.241,503.922,529.522,315.186,555.101,654.173,595.903,562.155,364.8,656.547,566.165,628.293,470.126,583.88,573.073,303.02
"14346","ENST00000623402.1",718.759,783.078,724.478,950.975,781.899,689.827,737.097,686.614,809.2,681.169,691.835,670.707,873.874,758.12,756.927,890.98
"14347","ENST00000494535.1",0,0,0,8.83898,0,0,0,0,0,0,0,0,0,0,0,0
"14348","ENST00000429594.1",0,0,0,0,0,0,0,0.269275,0,3.68127,0,0,0,0,0,0
"14349","ENST00000392993.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"14409","ENST00000416372.5",172.095,256.495,176.947,138.032,163.989,215.986,160.778,203.242,150.095,171.116,187.063,192.432,190.221,116.074,177.863,172.021
"14410","ENST00000043402.7",215.905,120.505,251.053,230.968,241.011,154.015,139.005,180.758,215.905,210.884,222.039,135.568,185.779,220.926,271.137,279.011
"14412","ENST00000469601.1",0,0,0,0,0,13.9988,8.21701,0,0,0,2.89835,0,0,0,0,1.96862
"14500","ENST00000637751.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14555","ENST00000511313.5",0,0,0,0,1.81145,0,1.70799,1.70799,0,0,1.70799,0,1.70433,1.70799,1.70799,0
"14562","ENST00000613744.4",2.59248e-07,6.33388e-07,6.56891e-07,2.00376e-06,4.24177e-07,7.25743e-07,2.21088e-06,3.22701e-07,0,7.91793e-08,1.18874e-07,2.91686e-06,0,1.28703e-07,1.25266e-07,1.20734e-08
"14783","ENST00000595401.1",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
"14868","ENST00000263119.9",1307.9,1312.28,1428.45,1181.53,1457.52,1956.41,1764.08,1545.76,1284.69,2415.5,1503.66,1806.98,1515.7,891.037,1641.92,1167.95
"14869","ENST00000405822.6",0.000171732,0.00131611,0.00176129,0.0088995,2.83398e-05,0.00672339,0.000786152,0.0618842,0.000214033,0.000400934,0.00760877,0.00128186,0.00807278,0.00134252,0.00254257,0.0182821
"14870","ENST00000445422.5",68.2024,47.1232,97.7629,32.4065,29.1069,59.4015,72.0616,89.9481,38.565,85.6602,21.4014,66.1584,84.7741,72.1247,58.7427,21.6675
"14871","ENST00000398319.6",1053.59,1181.32,1038.87,1342.58,1300.08,843.135,967.663,880.122,1736.47,810.518,1324.83,1168.99,890.446,1306.66,1476.62,1781.73
"14875","ENST00000467937.1",0,0,5.74164,0,0,0,0,0,3.77754,0,0,0,0,0,3.0603,0
"14876","ENST00000337989.11",0,0,8.69081,0,0,0,0,0,0,0,0,0,0,7.39011,0,0
"14880","ENST00000617531.4",1853.31,1507.28,2143.48,1619.48,1578.28,1683.05,1660.2,1798.11,1426.49,1151.32,1620.1,1288.87,1841.07,2098.79,1299.65,1380.64
"14945","ENST00000646334.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15079","ENST00000367619.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000556244
"15081","ENST00000540564.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91953e-06
"15082","ENST00000539888.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999439
"15136","ENST00000335272.9",503.077,535,484.842,593.409,566.531,546.259,591,502,481.377,573.95,622.618,612.738,546.088,597.646,583.359,598.088
"15137","ENST00000320996.14",0,0,0,0,0,1.86526e-05,3.36136e-07,0,0,6.73027e-05,0,2.27196e-08,0,0,0,0
"15138","ENST00000634017.1",0,0,0,2.05041e-07,3.46883,0,0,0,0,0,0,0,8.91236,0,12.665,0
"15141","ENST00000415296.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97619,0
"15142","ENST00000436663.1",0,0,10.2677,7.19199,0,0,0,0,6.24026,2.63632,6.50859,4.26198,0,4.35438,0,8.91198
"15144","ENST00000460566.5",0,0,0,0,0,0,0,0,0,0,1.87359,0,0,0,0,0
"15145","ENST00000471825.1",0,0,1.2175,0,0,0,0,0,0,0,0,0,0,0,0,0
"15146","ENST00000455418.7",18.9228,0,47.6728,16.3988,0,18.7414,0,0,37.3827,26.4139,9.34808e-08,6.19983e-07,0,0,7.82143e-06,0
"15225","ENST00000628423.2",1.33585,1.11407,0.563745,0.586996,0.805815,0.84443,0.892714,1.08676,2.76041,0.257793,1.82295,0,0.235801,2.37958,1.61048,2.36154
"15268","ENST00000528087.1",1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0
"15305","ENST00000332585.10",807.122,827.792,950,854.999,879.913,798.445,883.988,867.743,878,900.097,877.623,932.991,840.733,887.816,838,890
"15306","ENST00000446658.6",0,4.24015e-06,0,0.000388837,0,0,10.012,0,0,0.0371566,1.46914e-05,0,0,5.19552e-06,0,0
"15311","ENST00000496367.1",0,0,0,0,0,1.84716,0,0,0,0,0,0,0,0,0,0
"15312","ENST00000424224.5",0,4.85629e-07,0,0,0,2.70817,0,0.25692,0,2.65455,0,6.60921,0.26391,0,0,0
"15315","ENST00000431368.5",0.300123,0.20782,3.98036e-08,0.000999341,0.0867875,0,0,4.12113e-07,0,46.2118,0,22.3994,0.00267202,0.184123,0,0
"15316","ENST00000452656.5",0,0,0,0,0,0,0,0,0,0,0,0,1.14564e-07,0,0,0
"15317","ENST00000496575.1",1.57752,0,0,0,0,0,0,0,0,0,1.37737,0,0,0,0,0
"15404","ENST00000345044.10",40.0515,37.3323,29.4312,25.1156,23.8838,28.4332,24.6293,13.6882,12.5331,13.5264,14.6589,22.2922,19.7632,31.4007,16.96,18.6224
"15405","ENST00000403208.7",10.0541,0,10.0846,11.5052,5.05712,4.56683,10.8399,1.45463,3.75559,1.72135,8.85129,9.56714,7.68339,13.9529,2.49631,8.68874
"15406","ENST00000398356.6",1084.37,992.346,991.466,1088.58,978.571,1036.14,1013.3,1144.49,650.502,509.857,624.577,675.068,632.92,558.976,627.374,529.614
"15407","ENST00000405847.5",0,7.87264,0,0,4.64506,0,0,8.83185,0,10.6987,0,0.141348,0,0,3.69201,0
"15408","ENST00000467660.5",0,0,0,1.375,0,0,0,0,0,0,0,0,0,0,0,0
"15410","ENST00000255830.7",0,5.60432,0,0,0,3.21743,0,0,0,0,0,0,5.10524,0,4.21869,0
"15413","ENST00000473740.5",0.210544,0.802965,1.63087,0,0,2.17586,0,0,0,0.780712,0.72243,0,2.77855e-05,0.741959,0,0.720729
"15415","ENST00000423972.5",0,0,0,0,0,3.73663e-06,0,0,0,0,0,0,0,0,0,0
"15416","ENST00000418102.5",0,0,0,0.678585,0,0.689851,0,0,0,0,0,0.673814,0,0,0,0.63043
"15417","ENST00000491948.5",11.9524,13.4536,18.9323,12.8495,13.3027,14.686,20.314,9.85978,14.7937,15.1504,9.732,11.8244,12.8827,9.88945,18.8492,16.2195
"15418","ENST00000436643.5",0,0,0,0,0,0,2.42168,0,0,0,0,0,0,2.3534,0,0
"15420","ENST00000461809.5",0.0175673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15421","ENST00000316185.8",51.3632,91.0777,97.4539,59.6567,87.1805,80.6004,89.4646,79.3892,36.4155,44.7638,16.888,71.4575,41.8167,92.6852,33.4101,71.9824
"15423","ENST00000472526.1",0,0,0,0,4.00757,0,0,0,0,0,0,0,0,0,0,0
"15425","ENST00000486907.1",0.875274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15426","ENST00000611880.4",2.60096,0.010036,0.00102963,18.7358,17.3522,0.588138,9.53345,12.7852,0,0.00193795,0.0701691,9.47524,3.32918,3.70743e-07,0,0.0218923
"15443","ENST00000433835.3",0,0,0,0,0,1.94844,0,0,0,0,0,0,0,0,0,0
"15511","ENST00000484949.6",0,0,0,0.5,0,0,0,0,0,0.903357,0,0,0,0,0,0
"15594","ENST00000273853.10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"15744","ENST00000484631.1",0,0,0,0,0,0,0.183417,0,0,0,0,0,0,0,0,0
"15789","ENST00000356090.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"15848","ENST00000520668.1",0,0,0,0,0,0,0,0,0,0.89444,0,0,0,0,0,0
"15915","ENST00000513856.1",0,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0
"15975","ENST00000497328.5",750.342,668.02,698.794,631.077,578.271,653.811,618.634,693.327,706.164,727.117,691.499,699.251,681.263,797.479,736.968,706.153
"15976","ENST00000473769.1",280.15,329.104,331.531,317.136,263.837,289.822,305.283,320.523,334.861,296.53,351.663,272.478,335.28,338.303,339.768,358.325
"15978","ENST00000469766.1",9.21125,14.999,6.31663,2.46118,10.5684,8.63191,6.8791,11.4145,5.31965,10.6881,9.98631,5.11477,10.1511,12.1501,7.41746,7.42058
"16065","ENST00000618915.3",241.791,306.099,397.242,238.903,362.932,344.718,304.66,308.39,245.984,350.062,201.141,325.277,275.843,296.169,366.563,347.579
"16066","ENST00000631333.2",0.2477,204.594,76.6556,104.956,0,0.00264874,103.31,32.7354,163.854,84.0769,175.926,55.0845,94.6144,127.245,24.3601,1.35945
"16067","ENST00000630853.1",1.13109e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16154","ENST00000554107.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16211","ENST00000584762.3",2,0.985464,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"16238","ENST00000633867.1",0,1.01454,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"16304","ENST00000556492.5",1.00071,0,0,0,0,0,0,1.0015,0,1.00071,0,0,0,0,0,2.00128
