"","id","converted_sample_01.fasta.fq_quant","converted_sample_02.fasta.fq_quant","converted_sample_03.fasta.fq_quant","converted_sample_04.fasta.fq_quant","converted_sample_05.fasta.fq_quant","converted_sample_06.fasta.fq_quant","converted_sample_07.fasta.fq_quant","converted_sample_08.fasta.fq_quant","converted_sample_09.fasta.fq_quant","converted_sample_10.fasta.fq_quant","converted_sample_11.fasta.fq_quant","converted_sample_12.fasta.fq_quant","converted_sample_13.fasta.fq_quant","converted_sample_14.fasta.fq_quant","converted_sample_15.fasta.fq_quant","converted_sample_16.fasta.fq_quant"
"167001","ENST00000448124.1",38.9559,25.9087,23.7201,19.9716,15.1446,20.0817,38.0031,20.4748,30.5785,32.893,32.5471,35.6729,20.0974,27.9716,27.8144,19.9087
"167085","ENST00000450925.6",396.077,339.071,360.989,465.299,379.072,373.143,336.738,393.123,441.086,379.054,369.33,375.59,462.13,375.629,407.39,419.875
"167086","ENST00000637163.1",0,0,0,0,0,0,0,0,0,0,0,4.9914,0,0,0,0
"167087","ENST00000436618.5",0,0,0,2.06859,0,0,0,0,0,0,0,0,0,0,0,0
"167088","ENST00000442222.5",0,0,0,0,0,0,0,0,0,0,0,0,0,24.2359,0,13.2265
"167091","ENST00000414022.5",4.42267,0,0,31.3797,0,17.0344,15.0599,0,12.6203,7.31675,14.7414,0,0,6.74916,7.44446e-05,1.46851
"167093","ENST00000419950.5",0,0,0,4.01608,0,0,0,0,0,0,0,0,0,0,0,0
"167095","ENST00000428752.1",0,0,0,0,0,0,0,2.06917,0,0,0,0,0,0,0,0
"167196","ENST00000567913.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"167199","ENST00000357802.6",0,0,0,0,0,0,1.3942,0,0,0,0,0,0,0,0,0
"167200","ENST00000437211.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77113,0
"167201","ENST00000458605.5",350.432,393.466,407.829,379.333,436.272,381.927,502.508,391.786,410.131,390.723,368.803,391.087,380.561,457.857,432.035,424.753
"167202","ENST00000566851.5",10.1191,18.9452,14.6768,6.21818,3.98903,17.0129,0,28.4391,34.1919,0,17.2726,25.9882,11.0857,0,21.7561,23.0991
"167488","ENST00000413661.1",273.291,284.371,291.363,273.881,311.52,291.363,351.692,219.967,379.375,309,315.838,233.759,315.838,256.115,293.731,306.804
"167489","ENST00000416720.2",13.2024,7.62948,5.63676,3.11855,4.63927,24.4833,7.0722,5.77246,6.85082,0,9.16225,0,6.16225,0,0,9.13132
"167549","ENST00000415808.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"167618","ENST00000639153.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"167661","ENST00000434304.2",138,113,139,138,140,107,129,127,138,133,122,143,156,117,141,121
"167717","ENST00000432401.5",1,0,1,2,0,0,2,1,0,0,1,0,0,0,0,1
"167751","ENST00000622062.1",1,3.24829,5.00834,2.00346,2,0,4,4,4,2.16553,8,2,2,2.03651,9,2
"167778","ENST00000594263.5",0,5.02497,3.04994,0,0,5,2.07491,3.04994,0,6,0,0,5.02497,0.100606,0,1.04994
"167927","ENST00000622941.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"168003","ENST00000414583.6",1406.53,1278.77,1319.32,1405.69,1269.24,1395.29,1324.1,1232.03,1392.43,1324.58,1364.59,1379.48,1286.88,1277.11,1201.28,1279.6
"168005","ENST00000419222.1",125.324,118.744,126.345,162.411,124.805,150.947,139.44,152.014,133.769,164.19,131.053,150.489,100.477,136.906,144.731,116.825
"168123","ENST00000461808.5",311.293,271.501,302.677,216.938,265.884,255.39,305.232,252.792,252.66,219.483,236.167,259.624,300.969,237.648,222.486,263.45
"168124","ENST00000624908.1",412.736,452.884,449.39,456.576,434.262,442.136,460.192,420.667,391.952,442.56,415.323,417.629,426.308,405.662,398.783,399.721
"168126","ENST00000398241.3",265.462,228.079,255.716,187.48,254.131,241.473,212.505,244.526,239.866,230.482,264.93,221.736,216.24,225.337,226.77,213.452
"168164","ENST00000382734.9",953.59,1026.62,1033.43,1116.35,961.11,1017.48,1131.89,1015.11,635.871,639.054,536.749,575.522,521.053,580.13,536.694,584.943
"168165","ENST00000415709.5",1.13386,0,0,12.9239,2.40994,0,0,31.2653,0,0,0.0328358,0,25.4516,0,0,0
"168167","ENST00000509460.2",0,0,0,0,0,0,1.71353,0,0,0,0,0,0,0,0,0
"168187","ENST00000636560.1",4,1,4,2,4,1,4,2,4,3,1,4,3,5,3,5
"168376","ENST00000450626.1",38.206,18.661,32.8105,36.5474,11.8719,34.6715,23.2638,41.4389,158.834,130.885,118.833,127.387,154.026,155.598,140.676,175.971
"168412","ENST00000374304.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"168437","ENST00000402027.1",330.71,354.052,375.949,360.728,368.384,358.792,354.028,358.28,336.987,305.23,396.14,333.498,341.696,270.407,344.029,323.317
"168438","ENST00000605258.1",93.941,106.297,121.361,107.559,100.015,80.7033,99.9623,93.0307,115.176,108.553,121.917,110.969,99.3154,119.419,99.602,117.607
"168456","ENST00000639507.1",10.2163,12.0458,12.1109,10.0605,13.0287,19.0402,13.0558,11.0229,18.0452,15.1506,14.074,12.5047,17.0662,19.182,16.0403,13.0278
"168464","ENST00000627412.2",190.263,163.255,183.402,157.429,240.302,65.657,135.023,175.902,5.87924,26.0114,2.74505,62.6048,31.0061,60.0944,39.0661,0.000205165
"168465","ENST00000625544.2",249.455,288.993,282.073,334.996,216.788,376.752,304.568,229.014,122.36,118.549,126.164,55.6159,121.702,77.9972,65.8776,134.607
"168466","ENST00000631262.2",439.053,419.757,450.237,433.27,423.367,377.108,408.909,410.084,120.31,128.94,134.402,111.759,99.2919,117.103,98.931,130.091
"168467","ENST00000629569.1",8.58144,9.97901,0,1.80483,1.54356,2.32975,0,0,4.95121,0,3.6886,0.520789,0,0,2.62531,0
"168528","ENST00000634905.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"168570","ENST00000442739.1",355,385,318,324,368,356,384,356,395,367,380,369,364,341,365,383
"168581","ENST00000438934.5",1209.21,1133.36,1209.31,1205.85,1115.55,1134.59,1265.9,1129.95,1162.76,1202.39,1207.1,1221.84,1148.05,1219.57,1129.93,1120.03
"168582","ENST00000421572.1",12.359,4.76225,7.17143,12.0639,18.7459,9.13573,5.04227,7.41264,9.35955,12.3391,14.2637,13.6665,9.6127,12.4674,13.7467,26.0167
"168583","ENST00000399539.4",83.4305,110.883,128.519,101.089,101.704,109.276,113.054,98.6408,128.881,111.267,94.637,115.496,109.339,133.527,110.323,79.9525
"168594","ENST00000568520.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"168595","ENST00000567422.1",0,0,0,0,0,0,0,0,0,0,1.00656,0,0,0,0,0
"168626","ENST00000440946.5",0,0,0,0,1.84107,0,0,0,3.76075,0,0,0,0,1.88508,0,1.89081
"168628","ENST00000414726.1",0,0,0,0,0,0,0,0,0.00532786,0,0,13.2411,0,0,0,0
"168629","ENST00000418902.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"168639","ENST00000631298.2",42.3578,41.6132,40.6945,35.1589,23.7297,32.7201,37.5727,28.5659,35.5816,18.6604,19.9994,28.1364,26.7376,23.4161,31.2082,25.0326
"168640","ENST00000628335.2",48.8148,59.1806,46.6161,52.2324,39.508,50.6499,47.9214,39.0247,40.9982,28.1901,36.5945,34.8532,30.6875,35.5382,27.1422,37.622
"168642","ENST00000627554.1",19.5966,21.3021,25.2374,18.5698,15.5644,25.9928,21.2697,19.0821,17.7918,18.1795,18.4261,12.6877,17.474,8.11757,13.8687,17.0342
"168643","ENST00000627655.1",24.2307,25.404,21.4521,23.5389,18.6979,22.1372,21.7362,16.8273,16.6285,20.4701,15.4801,18.3227,19.601,18.9282,13.2808,12.8112
"168742","ENST00000635081.1",0,0,0,0,0,0,0,0,1.30008,0,0,0,0,0,0,0
"168829","ENST00000441006.5",588.388,500,650,529.487,614.343,561,503.354,484.038,521,510,571.528,518.994,496,549,555,501.215
"168830","ENST00000414401.5",0,0,0,0.51345,0,0,6.64633,3.96239,0,0,5.47202,0.00553087,0,0,0,0
"168831","ENST00000609932.5",0,0,0,0,2.65718,0,0,0,0,0,0,0,0,0,0,0
"168832","ENST00000609596.1",1.61176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168833","ENST00000636648.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78533
"168960","ENST00000632134.1",0,1.19072,2.00158,2,0,0,1.25499,1.25527,1.25556,0,0,0,1.00017,0,0,1.2553
"169022","ENST00000600193.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"169078","ENST00000428294.5",0,0,0,0,0,0.0406324,0,0,0,0,0,0,0,0,0,0
"169079","ENST00000428606.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"169080","ENST00000407491.6",68.9978,79.3571,106.225,73.8103,71.6607,71.9195,109.697,59.782,85.0232,56.9619,54.5953,54.7258,102.948,91.566,84.1302,89.0338
"169081","ENST00000443042.5",0,4.42229,0,0,0,4.00294,0,0,0,0,0,0,0,0,0,0
"169084","ENST00000443658.5",22.829,10.6104,7.06462,0,39.3393,16.3411,2.14369e-08,25.3349,0.000101001,0,24.4047,29.2742,0,25.0962,12.7143,20.4777
"169087","ENST00000454577.1",9.17315,20.7267,21.7101,27.1897,0,13.6958,10.3029,2.88316,11.9767,14.1061,0,0,25.3732,6.44518,9.25954,8.58781
"169096","ENST00000558085.6",0,0,0,1.12974,0,0,0,0,0,0,0,0,0,0,0,0
"169097","ENST00000400593.6",232.996,255.364,215.521,230.707,236.203,241.043,275.154,269.159,239.226,285.049,295.682,240.746,295.429,268.509,236.065,246.154
"169098","ENST00000426585.5",4.30696,2.53323,9.62119,6.41209,2.12661,4.51151,8.57215,7.50617,2.5087,12.7839,3.22258,10.6461,7.49477,2.13827,3.26573,4.27794
"169101","ENST00000636884.1",25.6975,22.3646,21.8582,24.7094,24.6706,20.6179,25.2735,29.3348,33.64,25.0992,34.0828,25.6078,27.7547,30.2452,26.5655,31.4687
"169103","ENST00000415121.1",0,0.621588,0,0.0421675,0,0,0,0,0.625253,0,0,0,0,0,0,0
"169144","ENST00000429741.5",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"169223","ENST00000425038.1",167.291,172.867,256.512,234.207,211.901,200.749,250.936,178.443,105.951,195.172,105.951,117.103,117.103,105.951,111.527,133.833
"169224","ENST00000423928.2",239.709,196.133,181.488,205.793,233.099,183.251,189.064,168.557,163.049,100.828,168.049,127.897,145.897,146.049,167.473,105.167
"169373","ENST00000603173.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169422","ENST00000444492.1",0,0,0,0.196367,0,0,0,0,0,0,0,0,0,0,0,0
"169426","ENST00000400418.7",42.3578,41.6132,40.6945,35.1589,23.7297,32.7201,37.5727,28.5659,35.5816,18.6604,19.9994,28.1364,26.7376,23.4161,31.2082,25.0326
"169427","ENST00000422151.6",48.8148,59.1806,46.6161,52.2324,39.508,50.6499,47.9214,39.0247,40.9982,28.1901,36.5945,34.8532,30.6875,35.5382,27.1422,37.622
"169429","ENST00000415114.1",19.5966,21.3021,25.2374,18.5698,15.5644,25.9928,21.2697,19.0821,17.7918,18.1795,18.4261,12.6877,17.474,8.11757,13.8687,17.0342
"169430","ENST00000424029.1",24.2307,25.404,21.4521,23.5389,18.6979,22.1372,21.7362,16.8273,16.6285,20.4701,15.4801,18.3227,19.601,18.9282,13.2808,12.8112
"169448","ENST00000255890.8",190.263,163.255,183.402,157.429,240.302,65.657,135.023,175.902,5.87924,26.0114,2.74505,62.6048,31.0061,60.0944,39.0661,0.000205165
"169449","ENST00000433168.5",249.455,288.993,282.073,334.996,216.788,376.752,304.568,229.014,122.36,118.549,126.164,55.6159,121.702,77.9972,65.8776,134.607
"169450","ENST00000420968.5",439.053,419.757,450.237,433.27,423.367,377.108,408.909,410.084,120.31,128.94,134.402,111.759,99.2919,117.103,98.931,130.091
"169451","ENST00000456279.1",8.58144,9.97901,0,1.80483,1.54356,2.32975,0,0,4.95121,0,3.6886,0.520789,0,0,2.62531,0
"169485","ENST00000417194.5",53.9218,40.9281,54.8121,52.9677,42.9549,60.2045,41.5276,37.1757,57.6817,48.1034,42.4001,49.8683,55.8793,50.0786,39.5936,51.0405
"169486","ENST00000435868.1",0,0,0,0.610672,0,0,0,0,0,0,0,0,0,0.280855,0,0
"169487","ENST00000438858.1",34.666,25.4694,37.611,25.6325,24.3441,39.2776,28.4324,29.7014,15.4336,33.0258,29.3784,25.9167,32.9691,27.877,37.5519,33.8442
"169488","ENST00000458554.5",18.0445,32.4267,22.0092,24.9089,19.1827,21.1882,27.3162,22.1883,20.3936,23.9656,18.2387,13.0787,31.7923,25.1189,19.3222,23.9862
"169491","ENST00000432595.1",83.9968,75.7634,118.326,85.8025,83.822,93.7746,84.2072,99.0255,84.9103,82.2152,83.3077,76.2555,93.8915,85.8573,125.491,83.3606
"169492","ENST00000444220.2",52.7502,65.7038,57.3626,47.8586,40.8752,48.6959,62.066,48.3289,54.1621,49.5254,44.3103,57.9599,36.2046,39.7227,70.9608,58.3439
"169493","ENST00000437294.1",38.2531,53.5328,65.3114,56.1567,46.3029,58.5296,58.7269,53.6456,54.9276,61.2594,66.3821,43.7847,51.9039,58.3366,71.5479,62.2956
"169494","ENST00000430707.2",31.4054,47.7361,23.8681,35.174,35.174,46.4799,31.4054,43.9675,37.6864,45.2237,27.6593,41.4551,33.9178,32.6616,48.9924,52.761
"169495","ENST00000425948.2",32.5946,45.5532,43.3789,31.826,34.826,29.5201,48.5946,30.0325,29.3136,22.7763,34.3587,33.9696,33.0822,35.3384,30.3485,29.239
"169534","ENST00000598377.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"169645","ENST00000412448.5",58.8597,34.7988,44.0617,42.6553,48.941,46.2105,42.1674,25.3328,254.62,214.372,187.272,177.858,182.331,166.936,207.943,181.441
"169646","ENST00000453783.1",179.084,200.991,219.229,211.342,214.9,262.94,234.849,227.544,1076.62,1006.27,1149.48,1037.64,1108.83,1017.79,935.383,1024.67
"169649","ENST00000640124.1",50.3167,48.9115,57.6707,52.3366,73.191,44.219,60.745,54.0997,64.5492,59.2785,61.8253,71.0973,40.8798,60.3256,47.2415,62.3805
"169650","ENST00000610959.4",3.83123,0,0,1.92657,0,1.91819,3.90887,0,9.1547,0,8.1145,0,2.17286,1.86791,1.9988,4.25295
"169652","ENST00000617243.4",0,5.73837,0,0,0,0,0,9.50332e-08,13.4254,6.32387,0,33.058,31.4792,0,0,1.97977
"169653","ENST00000618794.4",474.527,451.502,458.083,537.068,542.102,529.813,481.168,550.463,405.102,470.998,457.18,529.846,460.303,487.973,615.991,493.74
"169654","ENST00000612579.4",43.9039,116.945,86.6909,62.9084,131.054,62.3784,127.31,38.6504,93.2624,39.0812,78.2563,134.424,85.9137,95.5305,0.0531933,48.6444
"169657","ENST00000616531.1",0,0,0,0,2.27506,0,0,0,0,0,0,0,0,0,0,0
"169662","ENST00000411514.1",0,0,0,0.658486,0,0,0,0,0,0,0,0,0,0,0,0
"169666","ENST00000632119.1",0.00514741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169672","ENST00000637753.1",35.7536,23.9852,20.5448,29.8418,28.0126,28.867,47.4804,31.5088,30.9061,22.8314,31.1047,29.6511,35.1937,37.6373,31.3856,21.0924
"169673","ENST00000637687.1",42.1872,79.932,64.9909,55.1524,64.6396,67.231,55.3784,60.8988,57.2143,52.4615,61.4209,27.9196,55.6055,50.0479,46.9954,45.5194
"169674","ENST00000637858.1",150.455,101.671,78.0026,127.307,84.7235,94.785,111.688,121.495,78.456,83.9417,91.6883,107.619,100.981,78.1573,71.3081,84.1024
"169675","ENST00000636304.1",39.9883,37.6569,43.0271,41.1605,39.0509,33.5492,32.2121,42.281,26.7375,31.2664,39.1053,36.9231,24.9276,22.6188,24.7062,27.8084
"169678","ENST00000635902.1",43.1548,41.5481,29.814,14.0474,28.2415,36.3121,42.694,44.8657,10.0835,18.0324,19.7347,33.4769,10.4369,23.0326,19.4878,12.0173
"169679","ENST00000637300.1",53.6018,40.8456,48.1637,52.5361,39.5025,32.5381,65.2896,51.0098,28.9425,56.7246,38.8935,60.1501,47.1327,30.8127,34.2917,32.0937
"169743","ENST00000636064.1",0.00514741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169859","ENST00000428665.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.012447,0.00905598,0
"170054","ENST00000413478.1",0,0,0,0,0,0,0,0,0,0,0,0,1.89412,2.09129,0,0
"170126","ENST00000545001.2",0,0,0,0,0,2.0501,0,0,0,0,1.02212,0,0,1.01895,0,0
"170137","ENST00000439215.1",0,0,0,0,0,0,0,0,0,0,1.00732,0,0,0,0,0
"170418","ENST00000448875.1",16.4557,11.7108,9.78086,15.2721,6.78782,16.4052,15.3868,12.9768,6.40866,15.0078,18.2394,12.8708,8.95196,14.4863,16.4437,14.6079
"170419","ENST00000417615.1",47.5813,60.8117,50.7567,68.2579,51.6625,49.7747,52.1195,32.2456,17.8397,38.9412,31.608,43.3569,63.5409,45.5353,57.2638,41.8101
"170492","ENST00000554099.1",1.00401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170662","ENST00000434677.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.201773,0.34612,0
"170747","ENST00000604539.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"170903","ENST00000465400.1",2.16643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171052","ENST00000413920.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03609,0
"171379","ENST00000454216.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.201773,0.236801,0
"171978","ENST00000460666.1",1.07728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172099","ENST00000430973.1",0,0,0,0,0,1.23877,0,0,0,1.3787,0,0,0,0,0,0
"172334","ENST00000587688.1",1.05344,0,0,1.03529,0,0,0,0,0,0,0,0,0,0,0,0
"172490","ENST00000445022.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.201773,0.236801,0
"172580","ENST00000400979.2",1.05591,1.03971,0,0,0,0,1.05741,1.05038,0,0,0,0,0,0,0,0
"173096","ENST00000550416.1",0,0,0,0,0,0,0,2.05744,0,0,0,0,0,1.01372,0,0
"173262","ENST00000442505.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538071
"173449","ENST00000589195.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"173500","ENST00000431038.2",0,0,0,0,1.42087,0,0,0,0,0,0,0,0,0,0,0
"173949","ENST00000495613.1",1.15834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173986","ENST00000426371.2",0,0,0,2.48186,0,0,0,0,0,0,0,0,0,0,0,0
"174019","ENST00000556933.1",0,0,0,0,0,0,0,0,0,1.0207,0,0,0,0,0,0
"174131","ENST00000457831.1",0,0,1.06608,0,0,1.03714,0,0,0,0,0,0,0,0,0,0
"174404","ENST00000405676.2",0,0,0,0,0,0,0,1.30511,0,0,0,0,0,2.49103,0,0
"174661","ENST00000419351.2",0,0,1.61232,0,0,0,0,0,0,0,2.22156,0,0,0,0,0
"174850","ENST00000411857.2",0,0,1.05225,0,0,0,0,0,0,0,0,0,0,0,1,0
"174999","ENST00000456632.1",0.000137645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175417","ENST00000359859.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14479
"175431","ENST00000428788.1",1.23124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175432","ENST00000453285.1",82,102,124,84,85,64,88,79,85,87,106,64,147,94,96,95
"175574","ENST00000413027.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.130947,0.0603361,0
"175599","ENST00000604667.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"175684","ENST00000414649.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.130947,0.0603361,0
"176154","ENST00000502634.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.08146,0,0
"176349","ENST00000432563.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"176513","ENST00000449035.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.130947,0.0603361,0
"176531","ENST00000502532.1",0,0,0,1.01742,0,0,0,1.0236,0,0,0,1.76398,0,0,0,0
"176772","ENST00000603208.1",217,188,148,168,189,194,154,192.947,822,695,790,848,821,805,774,839
"176914","ENST00000504077.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02273
"176968","ENST00000623123.1",0,0,0,0,0,0,0,0,0,0,0,1.10491,0,1.23222,1.35166,0
"177081","ENST00000433309.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.10706,0,0
"177471","ENST00000441186.2",0,0,0,0,0,0,0,1.0005,0,0,0,0,0,0,0,0
"177525","ENST00000526214.1",0,1.02875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177980","ENST00000438989.1",1.11926,0,0,0,0,0,0,0,0,0,0,1.1043,0,0,0,0
"178100","ENST00000420768.1",1.30944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178369","ENST00000329949.3",250.222,228.056,262.542,302.467,262.308,316.681,212.064,230.899,236.321,264.907,259.304,293.98,268.538,230.725,224.182,280.385
"178447","ENST00000458203.2",0,0,0,0,0,0,0,0,0,0,0,0,1.31925,0,0,0
"178659","ENST00000457262.1",0,0,0,0,0,0,0,1.07418,0,0,0,0,0,0,0,0
"178937","ENST00000436994.1",279.041,221.211,207.722,263.054,231.32,250.938,235.535,209.166,225.977,219.696,213.113,236.756,204.65,231.759,245.241,218.774
"179030","ENST00000401880.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"179036","ENST00000419331.2",0,0,0,0,0,0,1.06636,0,0,2.1732,1.12046,0,0,0,1.14307,1.0765
"179097","ENST00000495197.1",0,0,0,0,0,0,0,0,0,1.00418,0,0,0,0,0,1
"179140","ENST00000568955.1",0,0,0,0,0,0,0,0,0,0,0,0,1.00924,0,0,0
"179149","ENST00000417732.1",168.758,196.316,195.915,197,198.004,185.908,161.877,211.163,209.784,188.067,176.532,192.362,185.626,204.77,179.763,192.404
"179271","ENST00000426721.2",400,390,427,410,471,373,508,411,455,495,499,481,455,540,509,342
"179686","ENST00000505001.2",2.00603,0,0,0,0,1.00902,0,0,1.00225,0,0,0,0,0,2.00572,1.01303
"180284","ENST00000254302.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"180399","ENST00000496795.1",0,0,0,0,0,0,0,0,0,0,1.3827,0,1.33246,0,0,0
"180487","ENST00000628714.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538071
"180793","ENST00000515178.1",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"180848","ENST00000508356.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"180917","ENST00000416673.6",0,13.2561,7.88105,33.0757,9.30212,11.5198,5.51772,32.3108,41.2983,5.56312,16.0266,0,34.2511,17.3357,13.2824,5.88095
"180958","ENST00000580574.1",2,4,2,4,2,2,0,4,4,4,2,6,4,4,4,5
"181103","ENST00000619210.1",2.50653,0,0,0,0,0,1.23567,1.26033,0,0,0,0,0,0,1.25073,0
"181115","ENST00000434303.1",0,0,0,0,0,0,0,0,0,0,0,1.00091,0,0,0,0
"181412","ENST00000393544.2",0,0,1.0208,0,0,0,0,0,0,0,1.01486,0,0,0,0,0
"181413","ENST00000438498.2",0,0,0,0,1.01719,0,0,0,0,0,0,0,0,0,0,0
"181500","ENST00000419447.5",33.8183,19.2471,35.4825,32.7302,40.2476,42.9612,30.0162,21.646,25.7214,23.9091,35.8754,16.4967,23.505,20.2149,37.5402,22.7861
"181502","ENST00000412938.5",787.314,788.409,787.804,865.247,824.336,815.921,819.108,780.248,787.031,795.894,759.973,830.073,800.063,854.352,750.941,855.763
"181503","ENST00000416498.1",60.0935,77.9576,57.3007,61.8875,79.5533,48.0685,62.624,74.3346,57.5737,78.3994,47.914,64.3456,44.4143,71.0802,45.9241,58.0877
"181599","ENST00000417099.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"181647","ENST00000442116.1",46.8111,31.6325,52.7034,41.3931,36.6808,34.0637,54.349,20.5753,30.2321,27.0797,36.6553,30.1022,54.5324,24.3499,25.7589,32.878
"181848","ENST00000425566.1",0,0,0,0,1.62432,1.85305,0,0,0,0,0,0,0,0,0,0
"181931","ENST00000611860.1",0.324754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182044","ENST00000433633.1",0,0,0,0,0,0.000194754,0,0,0,0,0,0,0,0,0,0.16893
"182089","ENST00000514371.1",0.0797671,0.400293,0,1.25212,0,0,2.88532,0,0,0.417435,0.0954309,0,0,2.28656,2.85106,0.0737044
"182430","ENST00000438948.1",0,0,0,0,0,1.00523,0,0,0,0,0,0,1,0,0,0
"182642","ENST00000628007.1",0,0,0,0,0,0,0.542701,0,0,0,0,0.508449,0,0,0,0
"183106","ENST00000515156.2",0,0,0,0,0,0,1.01952,0,0,0,0,0,0,0,1.00394,0
"183139","ENST00000619824.1",41.8967,39,36,35,36,38,47.9299,45.9265,44,34.8174,32,57,33,50.8546,45,28
"183206","ENST00000443377.1",0,0,0,0,0,0,0.542701,0,0,0,0,0.508449,0,0,0,0
"183305","ENST00000428213.1",8.45939,2.19629,5.43202,5.24066,6.38097,4.46938,1.05518,4.16107,3.32321,10.8786,7.4536,7.76626,6.6506,4.09667,5.14647,4.1187
"183362","ENST00000402176.2",0,1.09517,1.10269,0,0,0,1.11157,0,0,0,1.0781,0,0,0,0,0
"183610","ENST00000447046.1",0.385881,0,0,0,0,0,0.590587,0.454116,0.454116,0,0,0.385881,0,0,0,0
"183767","ENST00000506079.2",21.3441,22.5197,23.4729,25.4184,21.6747,24.4117,24.5818,24.204,32.6361,26.6327,23.3573,24.9992,21.6953,25.1653,32.5761,21.4763
"183785","ENST00000435945.1",0,0,0,0,1.00343,0,0,0,0,0,0,0,0,0,0,0
"183793","ENST00000510112.1",35.798,37.3568,35.8278,40.2934,22.4319,34.2027,46.1724,26.8938,46.9408,54.6742,49.7566,33.8156,28.2039,28.4026,17.8845,41.0999
"183839","ENST00000514492.1",0,0,0,0,0,0,0,0,0,1.02598,0,0,0,0,0,0
"183968","ENST00000617623.1",90.1047,76.3193,84.171,70.7004,100.375,112.111,86.153,81.5427,399.09,466.893,520.258,506.304,474.318,434.188,440.568,429.337
"184049","ENST00000613254.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"184082","ENST00000418938.2",1.00307,0,1.03211,0,0,0,0,0,0,0,0,0,0,1.02434,0,0
"184176","ENST00000614168.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"184192","ENST00000629261.1",0,0,0,0,0,0.00104937,0,0,0,0,0,0,0,0,0,1.18031
"184329","ENST00000604384.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"184415","ENST00000413293.1",159.541,123.792,181.568,197.759,147.619,154.635,143.945,139.824,174.685,239.121,142.546,159.234,143.349,153.903,142.871,136.055
"184432","ENST00000613014.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"184433","ENST00000397487.3",0,0,0,0,0,0,0,0,0,0,0,1.00781,0,0,0,0
"184453","ENST00000627891.1",0.00514741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184458","ENST00000628010.1",0.00514741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
