"","id","converted_sample_01.fasta.fq_quant","converted_sample_02.fasta.fq_quant","converted_sample_03.fasta.fq_quant","converted_sample_04.fasta.fq_quant","converted_sample_05.fasta.fq_quant","converted_sample_06.fasta.fq_quant","converted_sample_07.fasta.fq_quant","converted_sample_08.fasta.fq_quant","converted_sample_09.fasta.fq_quant","converted_sample_10.fasta.fq_quant","converted_sample_11.fasta.fq_quant","converted_sample_12.fasta.fq_quant","converted_sample_13.fasta.fq_quant","converted_sample_14.fasta.fq_quant","converted_sample_15.fasta.fq_quant","converted_sample_16.fasta.fq_quant"
"25204","ENST00000460790.1",0,0,0,0,0,0,0,0,0,0,1.7493,0,0,0,2.32232,0
"25260","ENST00000389774.6",373.81,356.674,272.345,432.795,318.307,380.012,395.19,448.458,391.149,376.167,303.33,218.855,384.349,295.971,368.908,388.706
"25262","ENST00000396119.6",30.4961,0.344308,3.60397,11.5078,29.6631,33.0223,5.24307,0,14.1979,10.3253,6.23888,29.2393,0,30.9391,13.5475,0
"25263","ENST00000447333.5",0,32.9549,0,0,0,0,0,0,10.9203,0,0,0,0,0,1.89732,0.704578
"25264","ENST00000336963.8",365.588,360.032,472.979,377.574,338.972,355.494,316.207,525.801,432.465,395.334,351.546,404.17,482.921,465.332,393.249,422.969
"25265","ENST00000356099.10",221.725,250.622,325.214,232.268,401.198,263.137,298.844,167.088,169.036,138.743,159.101,366.844,158.289,299.879,147.776,215.446
"25268","ENST00000389772.8",0,0,0,0,0,0,17.2725,0,15.957,0,0,0,0,0,0,0
"25271","ENST00000469342.1",70.7634,74.1905,89.6428,74.7513,64.5229,54.8227,77.5331,84.5194,86.7337,77.5107,71.9699,93.7885,64.7817,73.8185,64.5543,72.8227
"25292","ENST00000216214.7",968.637,995.416,958.601,1026.1,935.161,1111.67,913.689,968.099,918.327,925.025,927.414,1065.47,905.674,983.379,1014.24,1162.97
"25293","ENST00000481447.1",0,0,0,0,2.42928,0,4.81064,0,0,0,1.46104,0,0,0,0,0
"25294","ENST00000441876.6",131.106,156.431,194.188,78.9167,159.634,177,128.468,166.674,116.379,164.502,168.738,139.977,145.483,137.919,165.537,177.651
"25297","ENST00000427777.1",19.5432,43.7624,10.1573,39.9685,41.2991,53.2448,41.6708,58.2532,55.4308,27.2912,18.334,27.7555,34.3192,42.0801,36.5446,35.7802
"25302","ENST00000476754.1",0,0,0,0,0,1.6278,0,0,0,0,0,0,0,0,0,0
"25303","ENST00000487732.5",23.5816,24.3909,32.3113,27.5447,37.2185,11.4927,34.1198,15.8069,23.5546,13.8216,22.0109,7.47715,0,28.0728,12.9429,25.2889
"25305","ENST00000462361.1",19.288,0,52.7421,12.858,5.94728,0,0.2414,29.1536,11.7479,64.3602,2.57905e-05,22.3217,31.4856,38.0312,50.1377,11.6786
"25306","ENST00000479180.1",14.8442,0,1.99761e-05,34.6073,39.3104,34.9669,0,0.0127813,18.5599,0,35.0416,6.07718e-08,1.03801,11.5175,12.596,15.6298
"25309","ENST00000489711.5",1,4,0,4,4,1,2,1,4,1,4,1,1,0,4,3
"25445","ENST00000508554.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25502","ENST00000366204.6",0,0,3,0,2,0,0,1,0,0,0,0,0,0,2,1.92234
"26011","ENST00000621424.4",160.726,43.7664,120.05,75.49,75.8999,9.39327,2.51799,31.3503,117.387,8.25611,180.652,24.6725,108.782,137.45,124.811,162.842
"26012","ENST00000615165.1",20.1556,115.343,50.2863,95.9157,81.9119,80.8685,106.827,85.5864,77.5568,77.3026,8.902,108.886,53.2237,7.11645,4.85299,5.80384
"26076","ENST00000546861.2",0,0,0,0,0,0,0,0,0,0,0,0,1.03235,1.03235,0,0
"26281","ENST00000471464.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"26290","ENST00000444532.2",73,166,91,134,93,155,114,120,131,185,148,112,86,159,97,162
"26343","ENST00000547444.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787593
"26508","ENST00000262738.7",2458.95,2347,2263.38,2377,2269.61,2254.66,2260.89,2222.27,2336.82,2138.81,2220.17,2095.21,2316.94,2166.75,2329.4,2224
"26509","ENST00000473624.1",0,0,0,0,0,0,0,0,0,0,4.68712,0,0,0,0,0
"26511","ENST00000454637.1",23.0533,0,57.4021,8.3788e-06,42.3947,33.3427,17.1144,6.73016,0.177984,8.18976,21.1445,12.7881,33.7532,25.6792,28.6027,0.000202589
"26512","ENST00000497509.1",0,0,2.22097,0,0,0,0,0,0,0,0,0,7.30614,0,0,0
"26513","ENST00000369443.9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"26526","ENST00000549240.1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"26624","ENST00000549591.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"26655","ENST00000505033.1",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"27362","ENST00000552002.6",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"27439","ENST00000645327.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"27444","ENST00000566209.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"27506","ENST00000441751.5",25.761,13.855,13.902,22.1872,24.0289,25.4028,16.2164,21.281,28.0671,15.4662,20.1786,26.195,24.7839,30.3507,4.59088,17.4534
"27507","ENST00000402203.5",87.2774,0.000160923,199.119,62.7396,79.4482,32.0036,10.4313,0.000265942,244.869,0,153.984,87.269,56.7339,79.0001,195.343,149.443
"27508","ENST00000489500.1",0,0,0,0,0,0,0,0,0,0,0,0,1.92007,0,0,0
"27509","ENST00000335727.13",12778.4,12338.8,13289.9,13214.3,12254.5,12446,12443.4,12245.2,15392.1,13949.4,14645.4,14365.1,14665.8,14992.9,13631.5,15107.7
"27511","ENST00000497559.1",5.9859,44.2969,0.628774,27.0237,14.604,27.6335,49.1066,21.1117,0,20.7021,14.4806,43.2946,7.59386,1.07036e-07,17.0527,9.57911
"27513","ENST00000301923.13",2617.24,2568.8,2013.88,2814.91,2383.93,3076.38,2595.57,2812.38,2339.13,3078.75,2843.79,2138.14,2222.89,2388.79,2694.89,2093.06
"27514","ENST00000454349.6",4160.37,4333.28,3735.55,3423.89,4536.47,3765.59,4329.28,4646.04,3472.86,3436.73,3373.14,4467.97,4266.25,3663.96,4674.61,3696.8
"27516","ENST00000374268.4",0,0.506134,0,0,0,0,0,0,0,0,1.48942,0,0,0,0.699247,0
"27529","ENST00000298181.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"27683","ENST00000587236.1",7,2,1.00088,2,2.07075,2,3,4.00177,4,3.00265,3,2.05537,5,5.00392,4,5
"27793","ENST00000525018.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28278","ENST00000291232.4",226,155,194,128,223,118,211,196,190,161,184,226,199,212,163,195
"28666","ENST00000322153.11",2,1,0,0,0,1,0,0,0,1,0,1,0,2,0,3
"28705","ENST00000357450.8",740.978,632.178,655.861,730.115,690.368,713.433,740.015,743.411,855.405,736.224,732.188,691.289,771.819,672.357,808.676,802.421
"28706","ENST00000404354.3",99.0223,162.822,130.139,147.885,97.6317,117.567,188.985,80.5888,61.5948,159.776,77.8119,138.711,72.1811,128.643,88.3243,136.579
"28759","ENST00000406938.2",601.979,544.97,473.298,536.813,517.534,601.105,510.122,570.942,492.157,538.878,514.41,632.122,543.331,569.875,473.311,554.476
"28762","ENST00000471515.5",0,0,0,0,0,0,0,0,4.74479,0,0,0,0,0,0,2.54086
"28763","ENST00000484266.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99591,0
"28769","ENST00000463053.1",0,0,0,0,2.03379,0,0,2.13869,0,0,0,0,0,0,0,0
"28770","ENST00000465842.1",0,0,0,0,0,0,0,2.13813,0,0,0,0,0,0,0,0
"28804","ENST00000623632.3",0,22.4845,12.5786,22.4847,9.996,12.2374,16.2768,17.9316,0.000209587,12.3205,22.4428,25.0478,12.9954,0,0.000847149,7.80078
"28806","ENST00000342312.9",68.5067,103.147,60.4137,91.4687,72.318,79.9874,59.3149,115.708,105.007,61.0746,71.2068,47.5242,87.5943,80.9799,157.414,59.4381
"28807","ENST00000636714.1",0,0,0,0.137038,0,0,0,0,0,0,9.15066e-07,0.0470158,0,0,0,0
"28811","ENST00000216194.11",46.228,39.8725,68.8604,62.7771,64.4809,58.7346,49.2694,2.55784e-07,11.5968,66.0526,69.7288,112.578,52.8474,121.446,8.53562,103.375
"28814","ENST00000636265.1",124.075,200.991,205.872,177.571,218.933,232.892,164.525,208.819,186.686,187.639,243.889,205.68,144.047,161.788,174.246,235.947
"28815","ENST00000623287.3",0.699624,16.1147,0,10.535,9.72465,0,33.6513,0,30.6285,0.27035,0,0,0,7.97172,4.1901e-06,0
"28816","ENST00000624474.1",48.3055,32.3023,46.8172,42.8255,61.4229,23.7618,41.1268,58.5982,0.00565863,65.6046,28.1765,60.3981,70.29,43.8301,52.3315,61.7492
"28818","ENST00000636124.1",42.4596,52.1235,49.4748,47.9791,51.7784,46.9735,58.6655,35.1379,46.4447,47.9136,45.629,48.5215,58.5645,55.8262,56.9394,44.1446
"28820","ENST00000636433.1",0,0,4.55419,0,0,0,0,0,0,0,0,0,0,0,0,0
"28821","ENST00000625194.3",127.726,88.9645,106.429,144.222,131.346,92.1209,113.17,187.806,143.631,150.124,120.927,156.944,138.661,98.1584,143.3,104.545
"28831","ENST00000404699.6",0,0,0,0,0,0,0,1.45082,0,0,0,2.44641e-07,0,0,0,2.16126e-05
"28832","ENST00000308700.6",770,609,729,826,653,771,698,630.549,713,672,710,748,615,670,734,637
"28906","ENST00000216211.8",189.726,210.553,168.529,192.157,199.204,245.882,187.024,246.067,250.78,186.801,238.935,244.003,243.599,220.818,238.869,265.116
"28907","ENST00000396082.2",148.274,176.447,133.471,124.843,123.796,121.118,188.976,156.933,145.22,157.199,134.065,149.997,153.401,164.182,114.131,91.8835
"29220","ENST00000328306.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"29313","ENST00000526898.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"29640","ENST00000234961.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"29686","ENST00000255882.10",905.43,1296.62,1000.63,1160.97,1128.22,1129.1,1170.49,1173.52,1114.15,1100.17,1088.23,1161.03,1115.74,996.829,1284.22,1143.84
"29688","ENST00000477245.5",714.197,628.697,697.637,711.669,697.533,710.7,655.9,659.529,705.036,716.275,646.947,597.351,790.924,766.591,617.139,701.288
"29689","ENST00000466772.5",0,0,0,0,0,0,0,0,5.20462,0,0,0,4.14766,0,0,5.47358
"29690","ENST00000399213.2",0,0,0.000740402,0,0,0.926547,0,0,0,1.9459,0,0,0,0,20.2866,0
"29691","ENST00000482030.5",0,0,0,0,0,0,0,0,23.5544,0,19.2242,0,0,0,0,0
"29692","ENST00000466394.1",60.7794,10.5779,48.5655,63.6806,35.6514,49.4707,45.1163,44.3353,33.82,50.0723,60.8624,79.8288,38.8192,40.5804,9.37367,64.3377
"29693","ENST00000489966.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60198,0
"29694","ENST00000485123.1",0,0,3.03617,0,0,0,0,0,0,0,0,0,0,0,0,0
"29695","ENST00000462210.1",0,0,0,0,0,0,0,0,0,0,0,0,2.39735,0,0,0
"29697","ENST00000494113.1",20.9641,15.5604,16.0702,11.5114,8.8509,7.81516,11.1219,8.46994,7.42671,11.3979,4.48681,0,6.36155,10.6373,12.4699,1.21231
"29698","ENST00000475414.1",9.97586,22.8925,27.7654,19.0422,29.8026,14.7823,22.8211,19.7507,28.1294,13.4541,11.7312,16.0408,26.0925,14.8536,15.1803,25.4401
"29699","ENST00000466162.5",27.6609,40.2082,30.6837,20.3003,28.0124,27.9667,26.8024,27.644,45.7484,40.4794,49.1034,33.2972,31.6651,36.8822,37.8563,43.1962
"29701","ENST00000485963.5",110.729,28.962,71.6808,19.3434,35.9926,117.862,46.1423,63.6984,89.4713,77.1864,63.6592,55.9788,119.932,108.918,28.4988,32.1224
"29702","ENST00000485950.1",7.56531,11.8946,6.57519,8.77034,0,0.855093,0,0,0,6.4375,3.37586,1.66191,0,6.53567,0,7.94402
"29703","ENST00000449120.1",0,0,0,14.7242,0,0,3.98448,0,2.97902,2.01466,3.23647,0,0,0,3.6477,0
"29723","ENST00000450207.5",0,0,0,0,14.6879,12.3988,3.71412,0,0.000969617,0,0,15.3272,3.8504,0,0,0
"29724","ENST00000404488.7",290.325,341.907,311.465,297.453,338.766,388.005,294.135,274.849,329.788,379.315,300.658,320.959,304.679,325.444,360.03,298.769
"29725","ENST00000328268.8",294.114,130.315,278.062,252.547,240.086,203.377,286.11,220.946,247.658,310.36,265.096,207.937,339.392,219.436,149.876,196.574
"29729","ENST00000482956.5",11.5614,68.7125,45.4527,0,41.1921,57.1214,24.8954,61.2049,28.423,33.325,30.0033,10.4621,13.0174,0.000103996,37.0935,78.6565
"29732","ENST00000444954.1",0,12.065,1.01976,0,0,0.095768,0.012323,0,0,0,0,6.24574,0,0,0,0
"29733","ENST00000487969.1",0,0,0,0,0,1.12066,1.13084,0,1.13006,0,2.24288,0,0,1.12026,0,0
"29937","ENST00000400451.6",8.48219e-05,0,0,2.41617e-07,0,1.08212e-05,0,0,7.93345e-07,70.3154,1.59087e-05,1.17635e-06,8.78191e-07,1.41788e-07,1.48768e-05,0.0239283
"29938","ENST00000403682.7",294.019,374.218,242.302,291.776,293.207,353.275,372.717,301.768,521.502,626.846,368.516,419.933,396.213,634.217,310.892,403.232
"29939","ENST00000357502.5",401.104,364.183,309.186,486.08,324.919,433.524,376.9,468.156,247.777,322.529,489.003,410.97,459.648,370.037,479.284,440.406
"29940","ENST00000493734.5",0,0,4.28842,0,0,0,4.50004,4.32667,0,0,0,0,0,4.39381,0,0
"29941","ENST00000420626.1",152.371,163.526,143.42,140.12,108.253,122.751,123.405,121.599,300.54,254.233,255.7,276.955,314.819,315.053,307.713,278.957
"29942","ENST00000437275.5",983.372,1156.85,946.64,1112.08,1169.46,905.039,1224.62,1097.32,3130.1,3068.29,3180.93,3062.21,3163.28,3579.76,3328.52,3332.68
"29943","ENST00000405993.2",0,0,5.94172e-07,26.147,0,3.48273e-06,0,23.3745,0,0,0,47.9325,0,0,6.5461e-06,2.46675e-05
"29944","ENST00000476678.1",0,0,0,0,0,0,2.13745,2.09429,0,2.12409,0,2.16976,2.13172,2.16498,0,0
"29945","ENST00000611540.4",2136.13,1947.22,2187.16,1846.79,1709.16,1676.41,1711.73,1812.36,1894.08,2024.66,1868.85,1827.84,2007.91,1600.38,1755.59,2029.7
"30051","ENST00000534834.1",0,0,0,0,0,0,0,0,0,0,0,1.00733,1.01219,0,1.02291,0
"30052","ENST00000627376.1",1.68561,0.653151,0,0,3,1,2,0,3,1,2,0,0,1,1,0
"30086","ENST00000396426.7",46.7107,282.76,250.006,65.1806,198.211,63.0215,310.913,100.318,433.82,299.335,366.527,409.233,217.513,416.382,344.602,263.44
"30087","ENST00000406029.5",188.187,133.944,77.861,184.121,131.468,120.328,13.7589,199.227,10.4412,119.24,59.8849,3.38975e-07,100.258,64.1191,0.000566442,57.7959
"30088","ENST00000396425.7",3492.43,3629.3,3228.7,3605.49,3378.37,3258.25,3471.85,3471.34,835.515,976.425,982.521,901.321,963.415,945.499,917.397,1111.26
"30089","ENST00000396417.2",113.674,0.00139037,23.4331,28.2075,68.9553,153.396,195.481,0.112776,26.2241,0,62.0669,139.446,7.81353,0,0,79.5067
"30207","ENST00000637731.1",0,0,0,1.00081,2.00317,2.00641,0.746923,1.74941,0.745023,1.00084,0,2.00661,0,0,0,0.745897
"30433","ENST00000286713.6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"30486","ENST00000216038.5",458.172,442.373,374.316,420.498,496,422.928,380.392,444.804,363.378,351.225,341.502,437.512,430.22,376.746,429.005,393.761
"30489","ENST00000485373.5",5.82775,21.6268,25.6842,18.5024,0,34.0718,12.6077,7.19617,6.62201,31.7751,10.4976,18.488,29.7799,2.25359,6.99522,14.2392
"30542","ENST00000514665.1",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"30642","ENST00000602053.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"30741","ENST00000636581.1",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"30881","ENST00000432186.5",196.103,280.999,159.607,247.964,204.146,231.451,228.415,167.464,432.36,614.21,557.336,591.994,671.004,516.042,578.21,602.349
"30882","ENST00000492475.5",115.219,64.006,95.007,93.4382,47.0856,32.671,121.348,141.282,80.8691,0.000143658,31.4422,64.8124,32.3049,21.1607,29.74,10.918
"30883","ENST00000006251.11",388.887,321.262,430.246,391.75,465.403,483.859,460.58,384.869,487.867,521.155,558.133,404.09,572.724,290.745,541.237,572.19
"30884","ENST00000459857.5",0,0,0,7.69846,7.33214,0,0,0,4.37092,0,0,0,0,8.30827,0,0
"30885","ENST00000403581.5",416.226,432.388,423.549,487.713,468.161,488.308,438.711,477.427,421.07,468.461,429.842,363.807,381.8,454.803,455.501,546.181
"30887","ENST00000336985.10",72.5398,53.567,106.09,122.275,60.8879,53.8391,101.399,125.71,40.7096,103.061,67.5236,135.584,75.181,122.919,114.417,123.185
"30888","ENST00000403696.5",0,0,0,5.92241,0,0,0,8.5498,0,5.83007,0,0,6.28542,0,0,0
"30890","ENST00000431834.5",18.8184,0,0,0,0,0,4.1459e-06,24.9355,0.934475,0,0,1.72726e-08,7.92818e-05,0,0,0
"30891","ENST00000432916.5",0,0,0,13.4956,0,0,15.0852,0,0,0,0,0,0,0,39.6296,0
"30892","ENST00000477331.5",64.6431,0.021724,0.000342399,15.7773,0.567862,16.3622,0.000208399,6.83053e-05,78.3943,8.70997e-07,90.2541,8.50639,41.3182,87.8743,2.89959,0.00123316
"30896","ENST00000611394.4",107.748,50.1269,20.4252,5.93157e-05,86.3281,0,1.21939,70.0291,1369.49,1144.77,1271.34,1158.2,904.182,1288.91,887.921,1163.92
"30897","ENST00000624862.3",615.384,666.793,670.729,564.505,605.32,754.388,543.378,591.115,785.034,838.194,800.165,798.228,761.921,800.491,707.896,643.89
"30898","ENST00000617066.4",359.78,311.668,428.885,453.969,418.367,392.734,373.365,440.971,333.546,459.337,251.074,365.365,509.168,325.962,609.937,521.911
"30922","ENST00000466168.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"30923","ENST00000361473.9",330.61,257.227,262.677,279.594,259.738,310.943,275.207,334.781,369.895,202.897,367.706,379.865,219.771,223.97,305.68,283.806
"30924","ENST00000352766.11",0,0,0,0,0,7.95677,0,0,0,0,0,0,0,0,0,0
"30926","ENST00000515632.2",0,17.1229,0,0,0,0,0,0,0,0,0,18.6525,0,15.873,0,0
"30990","ENST00000463981.2",2.03631,3.89605,1.89605,0.597367,2.33415,1.75579,2.17658,6.01816,2.29868,4.15842,0.859737,0.15842,4.85974,3.29868,4.01816,2.01816
"31019","ENST00000216133.9",732.534,673.792,714.044,823.187,750.406,749.663,825.347,908.894,729.394,789.082,817.265,792.957,752.352,867.839,748.666,827.972
"31020","ENST00000401405.7",20.8575,15.1899,0,0,21.2944,28.3367,0,17.1059,29.4323,10.4078,6.42969,8.32125,12.6344,1.01376e-07,2.03644,7.4524
"31021","ENST00000490741.1",5.60889,22.9896,16.9563,27.8127,16.3502,0,18.0204,0,23.1692,16.0998,0,5.72185,15.8734,22.1613,22.2974,10.7887
"31022","ENST00000434260.1",0,0.0286707,0,0,0.949087,0,8.6321,0,0.00463075,4.4105,9.3049,0,11.1398,0,0,7.78659
"31069","ENST00000436959.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"31115","ENST00000361441.4",100.602,115.182,91.8541,113.724,135.594,156.006,103.518,90.3961,90.3961,74.3581,94.7701,72.9001,94.7701,103.518,99.1442,103.518
"31116","ENST00000428892.1",116.398,159.353,106.146,137.276,135.406,114.393,171.482,107.795,140.604,137.642,142.517,162.608,117.23,181.482,166.486,142.482
"31235","ENST00000542524.1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"31240","ENST00000537279.1",0,0,0,1.18202,0,1,1,0,0,0,0,0,0,2,1.18202,0
"31245","ENST00000407418.7",68.1276,48.0901,56.1051,94.1764,60.1126,76.1426,42.0788,56.1051,58.1088,76.1426,80.1501,96.1801,72.1351,98.1839,68.1276,62.1163
"31246","ENST00000216083.6",485.872,594.91,647.895,574.824,620.887,618.857,584.921,587.895,583.891,596.857,545.85,629.82,609.865,595.816,707.872,598.884
"31258","ENST00000419892.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"31275","ENST00000453909.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31306","ENST00000556246.3",0,0,0,0,2.01176,0,0,0,0,0,0,0,0,0,0,0
"31323","ENST00000420993.6",416.951,435.324,281.412,364.399,351.786,400.305,430.237,351.707,414.009,526.565,377.959,428.91,503.08,432.545,565.119,479.124
"31324","ENST00000395698.7",300.502,257.059,278.454,197.439,252.258,214.07,268.938,324.027,244.67,251.337,207.712,241.725,232.16,250.484,266.146,246.07
"31325","ENST00000395701.7",0,0,0,0,0,0,0,0,13.2048,0,0,0,0,0,0,0
"31326","ENST00000518394.5",10.1599,1.93023e-05,0,18.2385,21.1664,23.6444,0,0,14.654,7.58207,44.4533,6.43256,35.4814,12.1676,0.438095,4.98082
"31327","ENST00000523045.5",33.3357,3.64769,25.8449,2.62277,0,0,2.05456e-07,0.00376264,9.75914,0,0,0,7.57591,0,0.00152608,0
"31328","ENST00000418794.1",0,0,0,0,0,0,0,0,0,0,4.88225,0,0,0,8.31839,0
"31329","ENST00000299821.15",302.667,412.608,477.124,502.516,358.78,430.195,354.431,415.462,292.893,230.021,412.488,349.404,297.912,341.674,306.062,330.857
"31330","ENST00000520297.5",27.9379,14.8264,4.26088,4.45818,48.386,22.6617,9.38402,30.9896,16.8246,12.4119,17.2254,27.1776,29.7053,11.1269,22.5367,29.3677
"31332","ENST00000522304.1",40.4474,21.5354,28.9041,18.3279,38.6241,24.1241,0.0106746,26.8111,45.9857,38.0829,20.2804,33.3514,25.0852,35.0018,14.3794,43.6001
"31382","ENST00000614617.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"31415","ENST00000567462.1",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31486","ENST00000423218.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"31634","ENST00000591510.1",0,6.37417,3.37496,3.56956,3.66042e-07,5.92063,6,5.92817,11.1091,6.19154,12.3176,1.97072,0,7.58101,4.16289,0
"31888","ENST00000411958.2",0,0,0,0,0,0,0,0,0,0,0,0,0.889107,0,0,0
"32285","ENST00000635918.1",0,0,0,0,0,0,0,0,1.00427,0,0,0,0,0,0,0
"32532","ENST00000315684.13",1.2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32546","ENST00000318801.8",235.938,237.246,133.405,224.501,363.563,155.421,200.834,48.5256,660.509,802.553,665.796,918.538,902.495,949.847,835.653,787.58
"32547","ENST00000216155.11",0,0,9.61448,0,0,0,0,15.8318,0,0,7.00673,11.5985,0,0,0,0
"32549","ENST00000406293.7",2.93074,14.7902,40.9539,28.5183,20.1614,54.8705,38.5128,54.1093,107.472,120.754,83.5217,57.1225,86.6571,100.328,61.8212,108.738
"32550","ENST00000328933.9",874.607,916.716,795.852,921.046,942.966,896.153,856.107,895.138,861.769,886.711,941.14,935.371,787.818,882.139,921.6,885.089
"32551","ENST00000489206.1",0,0,0,1.14617,0,0,0,0,0,0,0,0,0,0,1.14674,0
"32552","ENST00000381535.4",314.524,316.247,327.174,222.789,173.31,356.556,315.546,357.396,367.25,413.982,421.536,352.37,371.031,432.685,491.779,531.592
"32624","ENST00000216024.6",361.517,349.558,394,443.948,392.654,450.116,366.317,420.188,450.116,399.817,463.967,396.245,417.793,421.574,428.639,453.368
"32625","ENST00000439567.5",0,0,0,0,0,0,0,0,0,0,0,2.87982e-07,0,0,0,0
"32627","ENST00000415483.1",13.4828,21.2863,0,19.0522,36.7873,10.1221,6.75891,10.6352,28.1221,3.70361,37.0333,13.2458,29.9963,2.42619,10.3607,11.6315
"32628","ENST00000464842.1",0,0.155886,0,0,0.558667,0.762374,2.92363,1.17711,0.762374,4.4594,0,3.5089,8.21029,0,0,0
"32629","ENST00000428462.6",0,0,0,0,0,0,0,0,0,0.0194975,0,0,0,0,0,0
"32679","ENST00000301364.9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"32748","ENST00000330884.8",452.991,558,432,528.967,456,481,491.072,441.712,511,478.074,503,448,517,549,498,456
"32749","ENST00000432404.5",0.00908763,4.56092e-05,3.45914e-08,0.032732,0,8.84516e-07,6.928,4.2885,0,1.9265,1.49467e-05,0,0,0,9.16296e-05,0
"32889","ENST00000346753.8",2331.37,1903.75,1865.8,2020.38,1822.08,2011.31,2303.15,2255.9,622.398,426.799,426.297,469.46,546.384,625.863,626.999,662.14
"32890","ENST00000406725.6",36.4264,203.954,225.406,144.579,258.171,173.931,88.9903,65.6104,33.6017,208.419,94.9444,216.554,0.00815224,0.00442298,0.000625562,0.154457
"32891","ENST00000406856.6",0,0,0,0,0,13.4111,9.92647,0,0,0,0,0,0,0,0,0
"32894","ENST00000423761.1",27.207,39.293,21.7967,14.0427,49.7537,63.3405,63.0432,13.4921,0,25.7826,2.75888,8.98645,7.60755,11.1323,0,10.7057
"32895","ENST00000381792.6",0,0,0,0,0,5.00598,8.89026,0,0,0,0,0,0,0,0,0
"32997","ENST00000375290.6",1,1,0,1.06526,1,1,1,2,4,2,0,0,3,2.05381,1,3
"33029","ENST00000219837.11",0,0,0,0,0,0,0,1,0,0,1.00073,1,0,1.00083,0,0
"33064","ENST00000581334.1",0,0,0,1,1,3,0,1,0,1,1,0,2,1,1,0
"33146","ENST00000330817.10",371.308,318.89,316.114,322.972,317.642,337.407,319.27,343.913,320.214,309.119,380.147,363.971,294.819,344.624,368.004,327.876
"33147","ENST00000486602.1",76.4582,67.8674,55.7984,89.776,73.1443,75.7751,65.2413,65.4105,67.8624,72.9129,52.9088,64.5139,67.1267,65.0727,58.9209,69.8972
"33148","ENST00000492791.1",68.234,70.243,96.0873,77.2517,82.482,90.6985,104.491,90.677,72.9235,60.9679,76.9442,94.5836,91.116,74.303,81.0756,72.2271
"33361","ENST00000393658.6",0,0,0,0,0,0,0,0,1,1,0,1,3,1,1,0
"33387","ENST00000464478.5",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"33471","ENST00000323013.6",826.804,778.488,827.073,706.066,881.197,699.508,897.078,709.236,752.891,718.401,800.811,802.555,754.717,769.068,846.957,763.812
"33472","ENST00000416699.5",0,0,10.8041,5.2134,5.51445,0,0,17.1781,5.40782,4.15407,1.10789e-07,0,0,2.78672,0,0
"33628","ENST00000216268.5",1359,1375,1336,1319,1348,1265,1451,1327,1349,1312,1420,1208,1401,1347,1396,1254
"33948","ENST00000379095.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"34222","ENST00000157600.7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"34261","ENST00000249044.2",222,243.467,271,289,266,248,278,292,262,291,241,320,267,293,271,275
"34418","ENST00000468064.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"34505","ENST00000356098.9",628.681,764.091,620.306,847.485,684.426,727.47,804.321,745.441,1792.35,2152.61,1995.26,1840.34,2108.46,1884.18,1940.11,1938.07
"34506","ENST00000216124.9",396.722,498.379,590.93,474.61,500.647,497.54,454.99,425.881,685.016,458.456,500.875,590.368,565.946,570.154,748.685,484.339
